ID	TYPE	NAME	SYNONYMS
ensembl:ENSMUSG00000039531	SO:0000704	Zufsp (Mmus)	ubiquitin carboxyl-terminal hydrolase ZUFSP|Zufsp|zinc finger-containing ubiquitin peptidase 1|lys-63-specific deubiquitinase ZUFSP|DUB|zinc finger with UFM1-specific peptidase domain protein|2700019D07Rik
ensembl:ENSMUSG00000019782	SO:0000704	Rwdd1 (Mmus)	DRG family-regulatory protein 2|2610002D06Rik|RWD domain-containing protein 1|0710001K08Rik|2700069A07Rik|IH1
ensembl:ENSMUSG00000111905	SO:0000704	Gm48045 (Mmus)	
ensembl:ENSMUSG00000071340	SO:0000704	Trappc3l (Mmus)	Bet3l|BET3-like protein|BET3 like|TRAPPC3-like protein|trafficking protein particle complex subunit 3-like protein
ensembl:ENSMUSG00000039508	SO:0000704	Fam26d (Mmus)	family with sequence similarity 26, member D|Gm643|AI586164|4732454E20Rik|calcium homeostasis modulator protein 4|protein FAM26D|Fam26d
ensembl:ENSMUSG00000049872	SO:0000704	Fam26e (Mmus)	protein FAM26E|calcium homeostasis modulator protein 5|BB146404|family with sequence similarity 26, member E|Fam26e
ensembl:ENSMUSG00000046031	SO:0000704	Fam26f (Mmus)	A630077B13Rik|Fam26f|family with sequence similarity 26, member F|calcium homeostasis modulator protein 6|protein FAM26F
ensembl:ENSMUSG00000039497	SO:0000704	Dse (Mmus)	6030499O08|chondroitin-glucuronate 5-epimerase|DS-epi1|Sart2|squamous cell carcinoma antigen recognized by T cells 2|B130024B19Rik|DS epimerase|AI480506|dermatan-sulfate epimerase
ensembl:ENSMUSG00000111149	SO:0000704	Gm26564 (Mmus)	
ensembl:ENSMUSG00000047514	SO:0000704	Tspyl1 (Mmus)	TSPY-like 1|testis-specific Y-encoded-like protein 1|Tspyl|TSPY-like protein 1
ensembl:ENSMUSG00000039480	SO:0000704	Nt5dc1 (Mmus)	AW987726|6030401B09Rik|5'-nucleotidase, cytosolic II-like 1|Nt5c2l1|5'-nucleotidase domain-containing protein 1|cytosolic 5'-nucleotidase II-like protein 1
ensembl:ENSMUSG00000097274	SO:0000704	Gm47512 (Mmus)	
ensembl:ENSMUSG00000039485	SO:0000704	Tspyl4 (Mmus)	TSPY-like protein 4|D10Bwg0791e|B230210I21Rik|2610102M01Rik|testis-specific Y-encoded-like protein 4
ensembl:ENSMUSG00000039462	SO:0000704	Col10a1 (Mmus)	procollagen, type X, alpha 1|collagen alpha-1(X) chain|Col10a-1|Col10
ensembl:ENSMUSG00000019779	SO:0000704	Frk (Mmus)	BSK/IYK|B-cell src-homology tyrosine kinase|tyrosine-protein kinase FRK|RAK|beta-cell Src-homology tyrosine kinase|C85044|intestine tyrosine kinase|GTK|BSK
ensembl:ENSMUSG00000111753	SO:0000704	1700054O05Rik (Mmus)	
ensembl:ENSMUSG00000063953	SO:0000704	Amd2 (Mmus)	adenosylmethionine decarboxylase 2|adoMetDC 2|S-adenosylmethionine decarboxylase proenzyme 2|Amd3|Amd1|AdoMetDC|SAMDC 1|AdoMetDC 1|SAMDC 2|S-adenosylmethionine decarboxylase proenzyme 1
ensembl:ENSMUSG00000111550	SO:0000704	AC123035.1 (Mmus)	
ensembl:ENSMUSG00000110731	SO:0000704	Gm47049 (Mmus)	
ensembl:ENSMUSG00000044499	SO:0000704	Hs3st5 (Mmus)	heparan sulfate D-glucosaminyl 3-O-sulfotransferase 5|heparan sulfate glucosamine 3-O-sulfotransferase 5|Gm1151|Hs3ost5|D930005L05Rik
ensembl:ENSMUSG00000019777	SO:0000704	Hdac2 (Mmus)	YY1 transcription factor-binding protein|protein deacylase HDAC2|YAF1|mRPD3|Yy1bp|histone deacetylase 2|D10Wsu179e|HD2
ensembl:ENSMUSG00000069662	SO:0000704	Marcks (Mmus)	myristoylated alanine-rich C-kinase substrate|80K protein|Macs|PKCSL
ensembl:ENSMUSG00000110799	SO:0000704	4930543K20Rik (Mmus)	
ensembl:ENSMUSG00000097742	SO:0000704	Gm26535 (Mmus)	
ensembl:ENSMUSG00000111488	SO:0000704	Gm31378 (Mmus)	
ensembl:ENSMUSG00000111234	SO:0000704	4930591E09Rik (Mmus)	
ensembl:ENSMUSG00000111208	SO:0000704	Gm48197 (Mmus)	
ensembl:ENSMUSG00000094311	SO:0000704	Rfpl4b (Mmus)	ret finger protein-like 4B|Gm3037|Gm62|ret finger protein-like 4 pseudogene|100040915
ensembl:ENSMUSG00000019846	SO:0000704	Lama4 (Mmus)	laminin-14 subunit alpha|laminin-8 subunit alpha|laminin-9 subunit alpha|laminin [a]4|laminin subunit alpha-4
ensembl:ENSMUSG00000051736	SO:0000704	Fam229b (Mmus)	protein FAM229B|1700025K23Rik|UPF0731 protein C6orf225 homolog
ensembl:ENSMUSG00000019845	SO:0000704	Tube1 (Mmus)	AI551343|epsilon-tubulin 1|tubulin epsilon chain|2310061K05Rik|Tube
ensembl:ENSMUSG00000062074	SO:0000704	Wisp3 (Mmus)	WNT1 inducible signaling pathway protein 3|CCN family member 6|Gm735|Wisp3|WISP-3|cellular communication network factor 6
ensembl:ENSMUSG00000111055	SO:0000704	D030034A15Rik (Mmus)	
ensembl:ENSMUSG00000111008	SO:0000704	Gm31562 (Mmus)	
ensembl:ENSMUSG00000111183	SO:0000704	Gm48486 (Mmus)	
ensembl:ENSMUSG00000019843	SO:0000704	Fyn (Mmus)	proto-oncogene c-Fyn|AI448320|p59-Fyn|AW552119|tyrosine-protein kinase Fyn|Src Kinase p59|proto-oncogene tyrosine-protein kinase Fyn
ensembl:ENSMUSG00000087014	SO:0000704	Gm16364 (Mmus)	
ensembl:ENSMUSG00000086915	SO:0000704	Gm16365 (Mmus)	Gm16365
ensembl:ENSMUSG00000019842	SO:0000704	Traf3ip2 (Mmus)	E3 ubiquitin ligase TRAF3IP2|Act1|CIKS|adapter protein CIKS|connection to IKK and SAPK/JNK|AI429613|E3 ubiquitin-protein ligase CIKS|nuclear factor NF-kappa-B activator 1
ensembl:ENSMUSG00000087177	SO:0000704	E130307A14Rik (Mmus)	
ensembl:ENSMUSG00000019841	SO:0000704	Rev3l (Mmus)	REV3-like, catalytic subunit of DNA polymerase zeta RAD54 like|DNA polymerase zeta catalytic subunit|Sez4|Rev|Rev3|seizure-related protein 4
ensembl:ENSMUSG00000096924	SO:0000704	Gm26824 (Mmus)	
ensembl:ENSMUSG00000096687	SO:0000704	Mfsd4b4 (Mmus)	AA474331|major facilitator superfamily domain containing 4B4
ensembl:ENSMUSG00000039339	SO:0000704	Mfsd4b2 (Mmus)	sodium-dependent glucose transporter 1|Naglt1b|major facilitator superfamily domain-containing protein 4B2|sodium-dependent glucose transporter 1B|major facilitator superfamily domain containing 4B2, pseudogene|Mfsd4b2-ps|2010001E11Rik
ensembl:ENSMUSG00000071335	SO:0000704	Mfsd4b3 (Mmus)	G630090E17Rik|sodium-dependent glucose transporter 1C|Mfsd4b3|major facilitator superfamily domain-containing protein 4B3|Naglt1c
ensembl:ENSMUSG00000038528	SO:0000704	Mfsd4b5 (Mmus)	Naglt1c|sodium-dependent glucose transporter 1
ensembl:ENSMUSG00000038522	SO:0000704	Mfsd4b1 (Mmus)	AI317395|AI482555|Naglt1a|sodium-dependent glucose transporter 1A|major facilitator superfamily domain-containing protein 4B1
ensembl:ENSMUSG00000019838	SO:0000704	Slc16a10 (Mmus)	aromatic amino acid transporter 1|9830169E08|2610103N14Rik|PRO0813|Mct10|TAT1|MCT 10|T-type amino acid transporter 1|monocarboxylate transporter 10|solute carrier family 16 member 10
ensembl:ENSMUSG00000110781	SO:0000704	Gm31992 (Mmus)	
ensembl:ENSMUSG00000111045	SO:0000704	Gm47598 (Mmus)	
ensembl:ENSMUSG00000038510	SO:0000704	Rpf2 (Mmus)	ribosome production factor 2 homolog|AU043242|brix domain containing 1|brix domain-containing protein 1|AU040229|Bxdc1|2810470K21Rik|ribosome biogenesis protein RPF2 homolog
ensembl:ENSMUSG00000019837	SO:0000704	Gtf3c6 (Mmus)	AU019813|TFIIIC 35 kDa subunit|TFIIIC35|transcription factor IIIC subunit 6|general transcription factor 3C polypeptide 6|2410016F19Rik|transcription factor IIIC 35 kDa subunit
ensembl:ENSMUSG00000111665	SO:0000704	A930033M14Rik (Mmus)	
ensembl:ENSMUSG00000075232	SO:0000704	Amd1 (Mmus)	Amd-1|S-adenosylmethionine decarboxylase proenzyme 1|adoMetDC 1|SAMDC|AdoMetDC|adoMetDC1|SAMDC 1
ensembl:ENSMUSG00000038481	SO:0000704	Cdk19 (Mmus)	Cdc2l6|CDK11|cyclin-dependent kinase 11|cell division protein kinase 19|cell division cycle 2-like protein kinase 6|2700084L06Rik|AW228747|CDC2-related protein kinase 6|cyclin-dependent kinase 19|mKIAA1028|AI845279|cell division cycle 2-like 6 (CDK8-like)|cyclin-dependent kinase (CDC2-like) 11
ensembl:ENSMUSG00000038491	SO:0000704	Cdk19os (Mmus)	
ensembl:ENSMUSG00000019834	SO:0000704	Slc22a16 (Mmus)	CT2|FLIPT2|4921504E14Rik|OCT6|solute carrier family 22 member 16|carnitine transporter 2|OKB1
ensembl:ENSMUSG00000063428	SO:0000704	Ddo (Mmus)	5730402C02Rik|AI467244|DASOX|D-aspartate oxidase|5330420D20Rik
ensembl:ENSMUSG00000045555	SO:0000704	Mettl24 (Mmus)	probable methyltransferase-like protein 24|9030224M15Rik|UPF0624 protein C6orf186 homolog|methyltransferase-like protein 24
ensembl:ENSMUSG00000038446	SO:0000704	Cdc40 (Mmus)	EHB3|pre-mRNA-processing factor 17|PRP17|cell division cycle 40 homolog|1200003H23Rik|PRP17 homolog
ensembl:ENSMUSG00000019831	SO:0000704	Wasf1 (Mmus)	AI838537|WAVE-1|WAVE|WASP family 1|wiskott-Aldrich syndrome protein family member 1|WASP family protein member 1|Scar|protein WAVE-1|WAS protein family, member 1|AI195380
ensembl:ENSMUSG00000111098	SO:0000704	Gm48057 (Mmus)	
ensembl:ENSMUSG00000046922	SO:0000704	Gpr6 (Mmus)	AI852874|G-protein coupled receptor 6|sphingosine 1-phosphate receptor GPR6|Gm233
ensembl:ENSMUSG00000111576	SO:0000704	Gm32284 (Mmus)	
ensembl:ENSMUSG00000111587	SO:0000704	AC166165.1 (Mmus)	
ensembl:ENSMUSG00000038417	SO:0000704	Fig4 (Mmus)	serine-protein phosphatase FIG4|Sac3|polyphosphoinositide phosphatase|phosphatidylinositol 3,5-bisphosphate 5-phosphatase|SAC domain-containing protein 3|A530089I17Rik|AI326867|FIG4 homolog|Sac domain-containing inositol phosphatase 3
ensembl:ENSMUSG00000091415	SO:0000704	Ak9 (Mmus)	adenylate kinase domain containing 1|Akd2|Akd1|adenylate kinase 9|Gm234|Gm7127|adenylate kinase domain containing 2
ensembl:ENSMUSG00000019826	SO:0000704	Zbtb24 (Mmus)	Bsg1|bone morphogenetic protein-induced factor 1|zinc finger and BTB domain-containing protein 24|zinc finger protein 450|Bif1|BMP-induced factor 1|ZNF450|brain specific protein 1|BC055367
ensembl:ENSMUSG00000019823	SO:0000704	Mical1 (Mmus)	NEDD9-interacting protein with calponin homology and LIM domains|microtubule associated monoxygenase, calponin and LIM domain containing 1|MICAL|[F-actin]-monooxygenase MICAL1|protein-methionine sulfoxide oxidase MICAL1|Nical|F-actin-monooxygenase MICAL1|MICAL-1|molecule interacting with CasL protein 1|[F-actin]-methionine sulfoxide oxidase MICAL1|CasL interacting molecule MICAL
ensembl:ENSMUSG00000019822	SO:0000704	Smpd2 (Mmus)	neutral sphingomyelinase 1|sphingomyelin phosphodiesterase 2|AW108287|lyso-platelet-activating factor-phospholipase C|lyso-PAF-PLC|N-SMase|nSMase|nSMase1
ensembl:ENSMUSG00000078451	SO:0000704	Ppil6 (Mmus)	2900084F20Rik|PPIase|rotamase PPIL6|problable inactive peptidyl-prolyl cis-trans isomerase-like 6|probable inactive peptidyl-prolyl cis-trans isomerase-like 6|cyclophilin-like protein PPIL6|peptidyl-prolyl cis-trans isomerase-like 6
ensembl:ENSMUSG00000019818	SO:0000704	Cd164 (Mmus)	MUC-24|endolyn|A115|MGC-24v|MSSP|A24|AW540279|multi-glycosylated core protein 24|sialomucin core protein 24|c-Myc binding protein|MGC-24|AA589639
ensembl:ENSMUSG00000075225	SO:0000704	Ccdc162 (Mmus)	Ccdc162p|Gm29096|coiled-coil domain containing 162|coiled-coil domain-containing protein 162|5033413D22Rik|Gm6976|Gm61
ensembl:ENSMUSG00000090708	SO:0000704	Gm17196 (Mmus)	
ensembl:ENSMUSG00000019813	SO:0000704	Cep57l1 (Mmus)	cep57R|2410017P07Rik|centrosomal protein CEP57L1|AI607327|centrosomal protein 57kDa-like protein 1|4930484D11Rik|centrosomal protein of 57 kDa-related protein|cep57-related protein
ensembl:ENSMUSG00000102114	SO:0000704	BC048559 (Mmus)	
ensembl:ENSMUSG00000038332	SO:0000704	Sesn1 (Mmus)	Sest1|p53-regulated protein PA26|1110002G11Rik|AU044290|p53 regulated Pa26 nuclear protein|sestrin-1|Pa26
ensembl:ENSMUSG00000071324	SO:0000704	Armc2 (Mmus)	2610018I05Rik|armadillo repeat-containing protein 2
ensembl:ENSMUSG00000048756	SO:0000704	Foxo3 (Mmus)	forkhead box protein O3|Fkhr2|forkhead box O3a|FKHRL1|C76856|Foxo3a|forkhead protein FKHR2|1110048B16Rik|2010203A17Rik
ensembl:ENSMUSG00000038302	SO:0000704	Afg1l (Mmus)	AFG1-like ATPase|lactation elevated protein 1|lactation elevated 1|CG8520|Lace1
ensembl:ENSMUSG00000019804	SO:0000704	Snx3 (Mmus)	sorting nexin-3|SDP3
ensembl:ENSMUSG00000019803	SO:0000704	Nr2e1 (Mmus)	nuclear receptor subfamily 2 group E member 1|Mtll|XTLL|TLL|nuclear receptor TLX|Tlx|protein tailless homolog|fierce|frc|tailless|Mtl1
ensembl:ENSMUSG00000038280	SO:0000704	Ostm1 (Mmus)	grey lethal osteopetrosis|HSPC019|gl|chloride channel 7 beta subunit|1200002H13Rik|osteopetrosis-associated transmembrane protein 1
ensembl:ENSMUSG00000086434	SO:0000704	Gm15200 (Mmus)	
ensembl:ENSMUSG00000086428	SO:0000704	Gm15199 (Mmus)	
ensembl:ENSMUSG00000019802	SO:0000704	Sec63 (Mmus)	5730478J10Rik|translocation protein SEC63 homolog|AW319215|AI649014
ensembl:ENSMUSG00000097008	SO:0000704	Gm26860 (Mmus)	
ensembl:ENSMUSG00000044770	SO:0000704	Scml4 (Mmus)	9330161D17|mFLJ00197|sex comb on midleg-like 4|sex comb on midleg-like protein 4
ensembl:ENSMUSG00000111293	SO:0000704	Gm34006 (Mmus)	
ensembl:ENSMUSG00000111086	SO:0000704	Gm48671 (Mmus)	
ensembl:ENSMUSG00000038248	SO:0000704	Sobp (Mmus)	JXC1|jc|5330439J01Rik|sine oculis-binding protein homolog|2900009C16Rik|jackson circler protein 1
ensembl:ENSMUSG00000111171	SO:0000704	Gm47815 (Mmus)	
ensembl:ENSMUSG00000102062	SO:0000704	Gm29246 (Mmus)	
ensembl:ENSMUSG00000045008	SO:0000704	9030612E09Rik (Mmus)	
ensembl:ENSMUSG00000038240	SO:0000704	Pdss2 (Mmus)	Plmp|kd|all trans-polyprenyl-diphosphate synthase PDSS2|decaprenyl pyrophosphate synthetase subunit 2|all-trans-decaprenyl-diphosphate synthase subunit 2|prenyltransferase-like mitochondrial protein|solanesyl-diphosphate synthase subunit 2|mDLP1|decaprenyl-diphosphate synthase subunit 2|Gm60|decaprenyl pyrophosphate synthase subunit 2|5430420P03Rik
ensembl:ENSMUSG00000038214	SO:0000704	Bend3 (Mmus)	BEN domain-containing protein 3|mKIAA1553
ensembl:ENSMUSG00000111368	SO:0000704	Gm47889 (Mmus)	
ensembl:ENSMUSG00000045886	SO:0000704	Gm9803 (Mmus)	
ensembl:ENSMUSG00000019797	SO:0000704	1700021F05Rik (Mmus)	1700021F05Rik|uncharacterized protein C6orf203 homolog|mitochondrial transcription rescue factor 1
ensembl:ENSMUSG00000047139	SO:0000704	Cd24a (Mmus)	HSA|Ly-52|lymphocyte antigen 52|signal transducer CD24|nectadrin|heat stable antigen|Cd24|X62 heat stable antigen|R13-Ag|cluster of differentiation 24|M1/69-J11D heat stable antigen
ensembl:ENSMUSG00000075184	SO:0000704	F930017D23Rik (Mmus)	
ensembl:ENSMUSG00000111565	SO:0000704	Gm34481 (Mmus)	
ensembl:ENSMUSG00000111749	SO:0000704	Gm47927 (Mmus)	
ensembl:ENSMUSG00000111575	SO:0000704	Gm47926 (Mmus)	
ensembl:ENSMUSG00000111377	SO:0000704	Gm40634 (Mmus)	
ensembl:ENSMUSG00000111422	SO:0000704	1700027J07Rik (Mmus)	
ensembl:ENSMUSG00000111342	SO:0000704	4933404K13Rik (Mmus)	
ensembl:ENSMUSG00000019863	SO:0000704	Qrsl1 (Mmus)	2700038P16Rik|glutamyl-tRNA(Gln) amidotransferase subunit A homolog|C80053|glu-AdT subunit A|glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial|glutaminyl-tRNA synthase-like protein 1|GatA
ensembl:ENSMUSG00000019864	SO:0000704	Rtn4ip1 (Mmus)	NOGO-interacting mitochondrial protein|reticulon-4-interacting protein 1, mitochondrial|D10Ertd690e|NIMP
ensembl:ENSMUSG00000019866	SO:0000704	Crybg1 (Mmus)	beta/gamma crystallin domain-containing protein 1|absent in melanoma 1|Aim1
ensembl:ENSMUSG00000038160	SO:0000704	Atg5 (Mmus)	AW319544|autophagy protein 5|Apg5l|Paddy|C88337|3110067M24Rik|2010107M05Rik|Atg5l
ensembl:ENSMUSG00000111078	SO:0000704	Gm35028 (Mmus)	
ensembl:ENSMUSG00000038151	SO:0000704	Prdm1 (Mmus)	b2b1765Clo|Blimp1|ZNFPR1A1|B lymphocyte induced maturation protein|PR domain zinc finger protein 1|B lymphocyte-induced maturation protein 1|beta-interferon gene positive regulatory domain I-binding factor|PRDI-BF1|Blimp-1|PR domain-containing protein 1
ensembl:ENSMUSG00000111463	SO:0000704	Gm48061 (Mmus)	
ensembl:ENSMUSG00000111116	SO:0000704	Gm48065 (Mmus)	
ensembl:ENSMUSG00000111535	SO:0000704	Gm35154 (Mmus)	
ensembl:ENSMUSG00000111034	SO:0000704	Gm48066 (Mmus)	
ensembl:ENSMUSG00000111362	SO:0000704	Gm47389 (Mmus)	
ensembl:ENSMUSG00000111494	SO:0000704	4930431F10Rik (Mmus)	
ensembl:ENSMUSG00000110893	SO:0000704	Gm47392 (Mmus)	
ensembl:ENSMUSG00000111868	SO:0000704	Gm47398 (Mmus)	
ensembl:ENSMUSG00000110898	SO:0000704	Gm40638 (Mmus)	
ensembl:ENSMUSG00000110891	SO:0000704	Gm40639 (Mmus)	
ensembl:ENSMUSG00000019849	SO:0000704	Prep (Mmus)	
ensembl:ENSMUSG00000019848	SO:0000704	Popdc3 (Mmus)	popeye protein 3|popeye domain-containing protein 3|popeye 3|Pop3|AA682104
ensembl:ENSMUSG00000090088	SO:0000704	Gm15934 (Mmus)	
ensembl:ENSMUSG00000071317	SO:0000704	Bves (Mmus)	Popdc1|Pop1|popeye domain-containing protein 1|mBVES|popeye protein 1|blood vessel epicardial substance|popeye 1
ensembl:ENSMUSG00000063804	SO:0000704	Lin28b (Mmus)	lin-28B|D030047M17Rik|Lin-28.2|protein lin-28 homolog B|2810403D23Rik
ensembl:ENSMUSG00000038822	SO:0000704	Hace1 (Mmus)	1700042J16Rik|HECT-type E3 ubiquitin transferase HACE1|A730034A22Rik|E3 ubiquitin-protein ligase HACE1|BC025474
ensembl:ENSMUSG00000110874	SO:0000704	D030045P18Rik (Mmus)	
ensembl:ENSMUSG00000111182	SO:0000704	AC158799.1 (Mmus)	
ensembl:ENSMUSG00000110843	SO:0000704	Gm35552 (Mmus)	
ensembl:ENSMUSG00000111419	SO:0000704	Gm47568 (Mmus)	
ensembl:ENSMUSG00000111262	SO:0000704	Gm47354 (Mmus)	
ensembl:ENSMUSG00000056073	SO:0000704	Grik2 (Mmus)	gluR beta-2|Glur6|glutamate receptor beta-2|Glurbeta2|glutamate receptor ionotropic, kainate 2|Glur-6|glutamate receptor 6|AW124492|proteasome (prosome, macropain) subunit, alpha type 6 pseudogene|GluK2|C130030K03Rik
ensembl:ENSMUSG00000111202	SO:0000704	Gm48275 (Mmus)	
ensembl:ENSMUSG00000038774	SO:0000704	Ascc3 (Mmus)	ASC1p200|RNAH|BC023451|D430001L07Rik|activating signal cointegrator 1 complex subunit 3|helicase, ATP binding 1|D630041L21|B630009I04Rik|Helic1
ensembl:ENSMUSG00000019913	SO:0000704	Sim1 (Mmus)	single-minded 1|single-minded homolog 1|bHLHe14|mSIM1
ensembl:ENSMUSG00000112212	SO:0000704	Gm46189 (Mmus)	
ensembl:ENSMUSG00000062593	SO:0000704	Gm49339 (Mmus)	
ensembl:ENSMUSG00000112023	SO:0000704	Lilr4b (Mmus)	leukocyte immunoglobulin-like receptor subfamily B member 4B|Gp49a|gp49|Lilr4b|mast cell surface glycoprotein Gp49A|glycoprotein 49 A
ensembl:ENSMUSG00000112766	SO:0000704	Gm40645 (Mmus)	
ensembl:ENSMUSG00000112148	SO:0000704	Lilrb4a (Mmus)	leukocyte immunoglobulin-like receptor subfamily B member 4|ILT3|Gp49b|glycoprotein 49 B|Lilrb4|mast cell surface glycoprotein Gp49B|HM18|gp49|leukocyte immunoglobulin-like receptor subfamily B member 4A|leukocyte immunoglobulin-like receptor, subfamily B, member 4|CD85K|LIR-5
ensembl:ENSMUSG00000112843	SO:0000704	Gm46224 (Mmus)	
ensembl:ENSMUSG00000019909	SO:0000704	Fam162b (Mmus)	protein FAM162B|9430073N08Rik
ensembl:ENSMUSG00000019905	SO:0000704	Gprc6a (Mmus)	G-protein coupled receptor family C group 6 member A
ensembl:ENSMUSG00000112878	SO:0000704	1700042O05Rik (Mmus)	
ensembl:ENSMUSG00000019900	SO:0000704	Rfx6 (Mmus)	4930572O07Rik|DNA-binding protein RFX6|regulatory factor X domain containing 1|Rfxdc1|regulatory factor X domain-containing protein 1
ensembl:ENSMUSG00000062224	SO:0000704	4933411G06Rik (Mmus)	
ensembl:ENSMUSG00000112270	SO:0000704	Gm47613 (Mmus)	
ensembl:ENSMUSG00000112337	SO:0000704	Gm47614 (Mmus)	
ensembl:ENSMUSG00000112659	SO:0000704	Gm40646 (Mmus)	
ensembl:ENSMUSG00000049641	SO:0000704	Vgll2 (Mmus)	vgl-2|C130057C21Rik|transcription cofactor vestigial-like protein 2|VITO-1|vestigial like 2 homolog|Vito1
ensembl:ENSMUSG00000019893	SO:0000704	Ros1 (Mmus)	proto-oncogene c-Ros-1|receptor tyrosine kinase c-ros oncogene 1|c-ros|proto-oncogene c-Ros|Ros-1|c-Ros receptor tyrosine kinase|proto-oncogene tyrosine-protein kinase ROS|c-ros-1
ensembl:ENSMUSG00000019891	SO:0000704	Dcbld1 (Mmus)	discoidin, CUB and LCCL domain-containing protein 1|4631413K11Rik
ensembl:ENSMUSG00000019861	SO:0000704	Gopc (Mmus)	PIST|FIG|Golgi-associated PDZ and coiled-coil motif-containing protein|PDZ protein interacting specifically with TC10|CAL|GOPC1|CFTR-associated ligand|2210402P09Rik|AI844555|PDZ domain-containing protein PIST
ensembl:ENSMUSG00000097704	SO:0000704	Gm26741 (Mmus)	
ensembl:ENSMUSG00000038624	SO:0000704	Nepn (Mmus)	periolin|Npn|5730521E12Rik|nephrocan
ensembl:ENSMUSG00000023068	SO:0000704	Nus1 (Mmus)	BC003223|dehydrodolichyl diphosphate synthase complex subunit Nus1|di-trans,poly-cis-decaprenylcistransferase|1600027K07Rik|AU019165|AW538011|nuclear undecaprenyl pyrophosphate synthase 1 homolog|ngBR|dehydrodolichyl diphosphate syntase complex subunit Nus1|Nogo-B receptor|D10Ertd438e
ensembl:ENSMUSG00000112552	SO:0000704	Gm36065 (Mmus)	
ensembl:ENSMUSG00000038602	SO:0000704	Slc35f1 (Mmus)	solute carrier family 35 member F1|Duf6|E130016L02|DUF6 containing protein
ensembl:ENSMUSG00000112376	SO:0000704	Gm40649 (Mmus)	
ensembl:ENSMUSG00000112835	SO:0000704	Gm36173 (Mmus)	
ensembl:ENSMUSG00000038594	SO:0000704	Cep85l (Mmus)	Gm9766|1700003O08Rik|centrosomal protein of 85 kDa-like
ensembl:ENSMUSG00000112709	SO:0000704	Gm19395 (Mmus)	
ensembl:ENSMUSG00000038583	SO:0000704	Pln (Mmus)	Plb|cardiac phospholamban
ensembl:ENSMUSG00000112132	SO:0000704	Gm36229 (Mmus)	
ensembl:ENSMUSG00000112733	SO:0000704	AC155941.1 (Mmus)	
ensembl:ENSMUSG00000112739	SO:0000704	Gm20597 (Mmus)	B230314j19
ensembl:ENSMUSG00000058298	SO:0000704	Mcm9 (Mmus)	DNA replication licensing factor MCM9|Gm235|minichromosome maintenance complex component 9|mini-chromosome maintenance deficient domain-containing protein 1|9030408O17Rik|Mcmdc1|mini-chromosome maintenance deficient 9|DNA helicase MCM9
ensembl:ENSMUSG00000112530	SO:0000704	Gm47738 (Mmus)	
ensembl:ENSMUSG00000019857	SO:0000704	Asf1a (Mmus)	anti-silencing function protein 1 homolog A|ASF1 anti-silencing function 1 homolog A|2310079C17Rik|histone chaperone ASF1A|C79052
ensembl:ENSMUSG00000019856	SO:0000704	Fam184a (Mmus)	protein FAM184A|3110012E06Rik|4930589M24Rik|4930438C08Rik
ensembl:ENSMUSG00000112809	SO:0000704	Gm47915 (Mmus)	
ensembl:ENSMUSG00000003746	SO:0000704	Man1a (Mmus)	mannosyl-oligosaccharide 1,2-alpha-mannosidase IA|mannosidase alpha class 1A member 1|alpha-1,2-mannosidase IA|mannosyl-oligosaccharide alpha-1,2-mannosidase|man9-mannosidase|PCR1|processing alpha-1,2-mannosidase IA|Man1a1|man(9)-alpha-mannosidase
ensembl:ENSMUSG00000112824	SO:0000704	Gm47917 (Mmus)	
ensembl:ENSMUSG00000038122	SO:0000704	Tbc1d32 (Mmus)	C6orf170|D630037F22Rik|protein broad-minded|Bromi|b2b2284Clo
ensembl:ENSMUSG00000047669	SO:0000704	Msl3l2 (Mmus)	male-specific lethal 3-like 2|1700060H10Rik
ensembl:ENSMUSG00000050953	SO:0000704	Gja1 (Mmus)	Cx43alpha1|Cxnk1|Npm1|Cx43|gap junction 43 kDa heart protein|connexin k1|alpha 1 connexin|Cnx43|gap junction alpha-1 protein|Gja-1|connexin-43|connexin43|AW546267|gap junction membrane channel protein alpha 1|AU042049
ensembl:ENSMUSG00000112833	SO:0000704	Gm36595 (Mmus)	
ensembl:ENSMUSG00000112175	SO:0000704	4930452L12Rik (Mmus)	
ensembl:ENSMUSG00000112837	SO:0000704	Gm48053 (Mmus)	
ensembl:ENSMUSG00000112327	SO:0000704	Gm36827 (Mmus)	
ensembl:ENSMUSG00000112345	SO:0000704	Gm40652 (Mmus)	
ensembl:ENSMUSG00000097370	SO:0000704	4930467K11Rik (Mmus)	
ensembl:ENSMUSG00000019878	SO:0000704	Hsf2 (Mmus)	HSF 2|HSTF 2|heat shock factor protein 2|heat shock transcription factor 2|AI661205
ensembl:ENSMUSG00000019877	SO:0000704	Serinc1 (Mmus)	tumor differentially expressed protein 2|membrane protein TMS-2|tumor differentially expressed 1, like|axotomy induced glycoprotein 2|serine incorporator 1|AI315070|tumor differentially expressed 2|AIGP-2|Tde1l|1500011D18Rik|mKIAA1253|axotomy-induced glyco/Golgi protein 2|Tms2|Tde2|TMS-2
ensembl:ENSMUSG00000019876	SO:0000704	Pkib (Mmus)	Prkacn2|protein kinase, cAMP-dependent, catalytic, inhibitor 2|cAMP-dependent protein kinase inhibitor beta|Pkibeta|PKI-beta
