ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
PCL:0019641	RNAseq 02-06 - CS201912132_141	CS201912132_141	PCL:0010001	owl:NamedIndividual	PCL:0019595|PCL:0019640		CS201912132_141			n7	RNAseq 02-06			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 02-06"", ""cell_set_accession"": ""CS201912132_141"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_2|CS201912132_3|CS201912132_4|CS201912132_5|CS201912132_6"", ""cell_type_card"": ""No"", ""original_label"": ""n7"", ""cell_set_color"": """"}"				None
PCL:0019642	RNAseq 02-03 - CS201912132_142	CS201912132_142	PCL:0010001	owl:NamedIndividual	PCL:0019641		CS201912132_142			n8	RNAseq 02-03			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 02-03"", ""cell_set_accession"": ""CS201912132_142"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_2|CS201912132_3"", ""cell_type_card"": ""No"", ""original_label"": ""n8"", ""cell_set_color"": """"}"				None
PCL:0019643	RNAseq 04-06 - CS201912132_143	CS201912132_143	PCL:0010001	owl:NamedIndividual	PCL:0019641		CS201912132_143			n9	RNAseq 04-06			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 04-06"", ""cell_set_accession"": ""CS201912132_143"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_4|CS201912132_5|CS201912132_6"", ""cell_type_card"": ""No"", ""original_label"": ""n9"", ""cell_set_color"": """"}"				None
PCL:0019644	RNAseq 07-76 - CS201912132_144	CS201912132_144	PCL:0010001	owl:NamedIndividual	PCL:0019640		CS201912132_144			n11	RNAseq 07-76			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 07-76"", ""cell_set_accession"": ""CS201912132_144"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_7|CS201912132_8|CS201912132_9|CS201912132_10|CS201912132_11|CS201912132_12|CS201912132_13|CS201912132_14|CS201912132_15|CS201912132_16|CS201912132_17|CS201912132_18|CS201912132_19|CS201912132_20|CS201912132_21|CS201912132_22|CS201912132_23|CS201912132_24|CS201912132_25|CS201912132_26|CS201912132_27|CS201912132_28|CS201912132_29|CS201912132_30|CS201912132_31|CS201912132_32|CS201912132_33|CS201912132_34|CS201912132_35|CS201912132_36|CS201912132_37|CS201912132_38|CS201912132_39|CS201912132_40|CS201912132_41|CS201912132_42|CS201912132_43|CS201912132_44|CS201912132_45|CS201912132_46|CS201912132_47|CS201912132_48|CS201912132_49|CS201912132_50|CS201912132_51|CS201912132_52|CS201912132_53|CS201912132_54|CS201912132_55|CS201912132_56|CS201912132_57|CS201912132_58|CS201912132_59|CS201912132_60|CS201912132_61|CS201912132_62|CS201912132_63|CS201912132_64|CS201912132_65|CS201912132_66|CS201912132_67|CS201912132_68|CS201912132_70|CS201912132_71|CS201912132_72|CS201912132_73|CS201912132_74|CS201912132_75|CS201912132_76|CS201912132_77"", ""cell_type_card"": ""No"", ""original_label"": ""n11"", ""cell_set_color"": """"}"				None
PCL:0019645	RNAseq 07-52 - CS201912132_145	CS201912132_145	PCL:0010001	owl:NamedIndividual	PCL:0019616|PCL:0019644		CS201912132_145			n12	RNAseq 07-52			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 07-52"", ""cell_set_accession"": ""CS201912132_145"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_7|CS201912132_8|CS201912132_9|CS201912132_10|CS201912132_11|CS201912132_12|CS201912132_13|CS201912132_14|CS201912132_15|CS201912132_16|CS201912132_17|CS201912132_18|CS201912132_19|CS201912132_20|CS201912132_21|CS201912132_22|CS201912132_23|CS201912132_24|CS201912132_25|CS201912132_26|CS201912132_27|CS201912132_28|CS201912132_29|CS201912132_30|CS201912132_31|CS201912132_32|CS201912132_33|CS201912132_34|CS201912132_35|CS201912132_36|CS201912132_37|CS201912132_38|CS201912132_39|CS201912132_40|CS201912132_41|CS201912132_42|CS201912132_43|CS201912132_44|CS201912132_45|CS201912132_46|CS201912132_47|CS201912132_48|CS201912132_49|CS201912132_50|CS201912132_51|CS201912132_52"", ""cell_type_card"": ""No"", ""original_label"": ""n12"", ""cell_set_color"": """"}"				None
PCL:0019646	RNAseq 07-26 - CS201912132_146	CS201912132_146	PCL:0010001	owl:NamedIndividual	PCL:0019611|PCL:0019645		CS201912132_146			n13	RNAseq 07-26			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 07-26"", ""cell_set_accession"": ""CS201912132_146"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_7|CS201912132_8|CS201912132_9|CS201912132_10|CS201912132_11|CS201912132_12|CS201912132_13|CS201912132_14|CS201912132_15|CS201912132_16|CS201912132_17|CS201912132_18|CS201912132_19|CS201912132_20|CS201912132_21|CS201912132_22|CS201912132_23|CS201912132_24|CS201912132_25|CS201912132_26"", ""cell_type_card"": ""No"", ""original_label"": ""n13"", ""cell_set_color"": """"}"				None
PCL:0019647	RNAseq 07-25 - CS201912132_147	CS201912132_147	PCL:0010001	owl:NamedIndividual	PCL:0019646		CS201912132_147			n14	RNAseq 07-25			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 07-25"", ""cell_set_accession"": ""CS201912132_147"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_7|CS201912132_8|CS201912132_9|CS201912132_10|CS201912132_11|CS201912132_12|CS201912132_13|CS201912132_14|CS201912132_15|CS201912132_16|CS201912132_17|CS201912132_18|CS201912132_19|CS201912132_20|CS201912132_21|CS201912132_22|CS201912132_23|CS201912132_24|CS201912132_25"", ""cell_type_card"": ""No"", ""original_label"": ""n14"", ""cell_set_color"": """"}"				None
PCL:0019648	RNAseq 07-15 - CS201912132_148	CS201912132_148	PCL:0010001	owl:NamedIndividual	PCL:0019647		CS201912132_148			n15	RNAseq 07-15			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 07-15"", ""cell_set_accession"": ""CS201912132_148"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_7|CS201912132_8|CS201912132_9|CS201912132_10|CS201912132_11|CS201912132_12|CS201912132_13|CS201912132_14|CS201912132_15"", ""cell_type_card"": ""No"", ""original_label"": ""n15"", ""cell_set_color"": """"}"				None
PCL:0019649	RNAseq 07-11 - CS201912132_149	CS201912132_149	PCL:0010001	owl:NamedIndividual	PCL:0019648		CS201912132_149			n16	RNAseq 07-11			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 07-11"", ""cell_set_accession"": ""CS201912132_149"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_7|CS201912132_8|CS201912132_9|CS201912132_10|CS201912132_11"", ""cell_type_card"": ""No"", ""original_label"": ""n16"", ""cell_set_color"": """"}"				None
PCL:0019650	RNAseq 07-09 - CS201912132_150	CS201912132_150	PCL:0010001	owl:NamedIndividual	PCL:0019649		CS201912132_150			n17	RNAseq 07-09			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 07-09"", ""cell_set_accession"": ""CS201912132_150"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_7|CS201912132_8|CS201912132_9"", ""cell_type_card"": ""No"", ""original_label"": ""n17"", ""cell_set_color"": """"}"				None
PCL:0019651	RNAseq 08-09 - CS201912132_151	CS201912132_151	PCL:0010001	owl:NamedIndividual	PCL:0019596|PCL:0019650		CS201912132_151			n18	RNAseq 08-09			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 08-09"", ""cell_set_accession"": ""CS201912132_151"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_8|CS201912132_9"", ""cell_type_card"": ""No"", ""original_label"": ""n18"", ""cell_set_color"": """"}"				None
PCL:0019652	RNAseq 12-15 - CS201912132_152	CS201912132_152	PCL:0010001	owl:NamedIndividual	PCL:0019648		CS201912132_152			n20	RNAseq 12-15			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 12-15"", ""cell_set_accession"": ""CS201912132_152"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_12|CS201912132_13|CS201912132_14|CS201912132_15"", ""cell_type_card"": ""No"", ""original_label"": ""n20"", ""cell_set_color"": """"}"				None
PCL:0019653	RNAseq 12-14 - CS201912132_153	CS201912132_153	PCL:0010001	owl:NamedIndividual	PCL:0019596|PCL:0019652		CS201912132_153			n21	RNAseq 12-14			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 12-14"", ""cell_set_accession"": ""CS201912132_153"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_12|CS201912132_13|CS201912132_14"", ""cell_type_card"": ""No"", ""original_label"": ""n21"", ""cell_set_color"": """"}"				None
PCL:0019654	RNAseq 16-25 - CS201912132_154	CS201912132_154	PCL:0010001	owl:NamedIndividual	PCL:0019597		CS201912132_154			n23	RNAseq 16-25			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 16-25"", ""cell_set_accession"": ""CS201912132_154"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_16|CS201912132_17|CS201912132_18|CS201912132_19|CS201912132_20|CS201912132_21|CS201912132_22|CS201912132_23|CS201912132_24|CS201912132_25"", ""cell_type_card"": ""No"", ""original_label"": ""n23"", ""cell_set_color"": """"}"				None
PCL:0019655	RNAseq 16-17 - CS201912132_155	CS201912132_155	PCL:0010001	owl:NamedIndividual	PCL:0019625|PCL:0019654		CS201912132_155			n24	RNAseq 16-17			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 16-17"", ""cell_set_accession"": ""CS201912132_155"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_16|CS201912132_17"", ""cell_type_card"": ""No"", ""original_label"": ""n24"", ""cell_set_color"": """"}"				None
PCL:0019656	RNAseq 18-25 - CS201912132_156	CS201912132_156	PCL:0010001	owl:NamedIndividual	PCL:0019654		CS201912132_156			n25	RNAseq 18-25			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 18-25"", ""cell_set_accession"": ""CS201912132_156"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_18|CS201912132_19|CS201912132_20|CS201912132_21|CS201912132_22|CS201912132_23|CS201912132_24|CS201912132_25"", ""cell_type_card"": ""No"", ""original_label"": ""n25"", ""cell_set_color"": """"}"				None
PCL:0019657	RNAseq 18-20 - CS201912132_157	CS201912132_157	PCL:0010001	owl:NamedIndividual	PCL:0019656		CS201912132_157			n26	RNAseq 18-20			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 18-20"", ""cell_set_accession"": ""CS201912132_157"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_18|CS201912132_19|CS201912132_20"", ""cell_type_card"": ""No"", ""original_label"": ""n26"", ""cell_set_color"": """"}"				None
PCL:0019658	RNAseq 21-25 - CS201912132_158	CS201912132_158	PCL:0010001	owl:NamedIndividual	PCL:0019656		CS201912132_158			n28	RNAseq 21-25			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 21-25"", ""cell_set_accession"": ""CS201912132_158"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_21|CS201912132_22|CS201912132_23|CS201912132_24|CS201912132_25"", ""cell_type_card"": ""No"", ""original_label"": ""n28"", ""cell_set_color"": """"}"				None
PCL:0019659	RNAseq 22-23 - CS201912132_159	CS201912132_159	PCL:0010001	owl:NamedIndividual	PCL:0019627		CS201912132_159			n30	RNAseq 22-23			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 22-23"", ""cell_set_accession"": ""CS201912132_159"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_22|CS201912132_23"", ""cell_type_card"": ""No"", ""original_label"": ""n30"", ""cell_set_color"": """"}"				None
PCL:0019660	RNAseq 24-25 - CS201912132_160	CS201912132_160	PCL:0010001	owl:NamedIndividual	PCL:0019658		CS201912132_160			n31	RNAseq 24-25			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 24-25"", ""cell_set_accession"": ""CS201912132_160"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_24|CS201912132_25"", ""cell_type_card"": ""No"", ""original_label"": ""n31"", ""cell_set_color"": """"}"				None
PCL:0019661	RNAseq 27-52 - CS201912132_161	CS201912132_161	PCL:0010001	owl:NamedIndividual	PCL:0019610|PCL:0019645		CS201912132_161			n32	RNAseq 27-52			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 27-52"", ""cell_set_accession"": ""CS201912132_161"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_27|CS201912132_28|CS201912132_29|CS201912132_30|CS201912132_31|CS201912132_32|CS201912132_33|CS201912132_34|CS201912132_35|CS201912132_36|CS201912132_37|CS201912132_38|CS201912132_39|CS201912132_40|CS201912132_41|CS201912132_42|CS201912132_43|CS201912132_44|CS201912132_45|CS201912132_46|CS201912132_47|CS201912132_48|CS201912132_49|CS201912132_50|CS201912132_51|CS201912132_52"", ""cell_type_card"": ""No"", ""original_label"": ""n32"", ""cell_set_color"": """"}"				None
PCL:0019662	RNAseq 27-40 - CS201912132_162	CS201912132_162	PCL:0010001	owl:NamedIndividual	PCL:0019598		CS201912132_162			n33	RNAseq 27-40			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 27-40"", ""cell_set_accession"": ""CS201912132_162"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_27|CS201912132_28|CS201912132_29|CS201912132_30|CS201912132_31|CS201912132_32|CS201912132_33|CS201912132_34|CS201912132_35|CS201912132_36|CS201912132_37|CS201912132_38|CS201912132_39|CS201912132_40"", ""cell_type_card"": ""No"", ""original_label"": ""n33"", ""cell_set_color"": """"}"				None
PCL:0019663	RNAseq 27-29 - CS201912132_163	CS201912132_163	PCL:0010001	owl:NamedIndividual	PCL:0019662		CS201912132_163			n34	RNAseq 27-29			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 27-29"", ""cell_set_accession"": ""CS201912132_163"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_27|CS201912132_28|CS201912132_29"", ""cell_type_card"": ""No"", ""original_label"": ""n34"", ""cell_set_color"": """"}"				None
PCL:0019664	RNAseq 27-28 - CS201912132_164	CS201912132_164	PCL:0010001	owl:NamedIndividual	PCL:0019663		CS201912132_164			n35	RNAseq 27-28			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 27-28"", ""cell_set_accession"": ""CS201912132_164"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_27|CS201912132_28"", ""cell_type_card"": ""No"", ""original_label"": ""n35"", ""cell_set_color"": """"}"				None
PCL:0019665	RNAseq 30-40 - CS201912132_165	CS201912132_165	PCL:0010001	owl:NamedIndividual	PCL:0019662		CS201912132_165			n36	RNAseq 30-40			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 30-40"", ""cell_set_accession"": ""CS201912132_165"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_30|CS201912132_31|CS201912132_32|CS201912132_33|CS201912132_34|CS201912132_35|CS201912132_36|CS201912132_37|CS201912132_38|CS201912132_39|CS201912132_40"", ""cell_type_card"": ""No"", ""original_label"": ""n36"", ""cell_set_color"": """"}"				None
