Gene stable ID,Transcript stable ID,Gene name,HGNC symbol
ENSCJAG00000013978,ENSCJAT00000027159,CALR3,CALR3
ENSCJAG00000006303,ENSCJAT00000012235,ACKR1,ACKR1
ENSCJAG00000039636,ENSCJAT00000084832,,
ENSCJAG00000038932,ENSCJAT00000067217,,
ENSCJAG00000069523,ENSCJAT00000111399,SNORD31,
ENSCJAG00000066953,ENSCJAT00000106558,U6,
ENSCJAG00000066070,ENSCJAT00000092503,,
ENSCJAG00000015236,ENSCJAT00000029807,PKP4,PKP4
ENSCJAG00000015236,ENSCJAT00000029812,PKP4,PKP4
ENSCJAG00000036939,ENSCJAT00000065446,Metazoa_SRP,
ENSCJAG00000008024,ENSCJAT00000015638,HOXA1,HOXA1
ENSCJAG00000069042,ENSCJAT00000113609,Metazoa_SRP,
ENSCJAG00000066455,ENSCJAT00000113935,,
ENSCJAG00000066455,ENSCJAT00000089076,,
ENSCJAG00000066455,ENSCJAT00000086846,,
ENSCJAG00000066455,ENSCJAT00000117041,,
ENSCJAG00000006790,ENSCJAT00000013265,CTSS,CTSS
ENSCJAG00000006790,ENSCJAT00000013268,CTSS,CTSS
ENSCJAG00000061443,ENSCJAT00000112216,SNORD22,
ENSCJAG00000051314,ENSCJAT00000116582,,
ENSCJAG00000009060,ENSCJAT00000017564,ARHGAP31,ARHGAP31
ENSCJAG00000009060,ENSCJAT00000106394,ARHGAP31,ARHGAP31
ENSCJAG00000009060,ENSCJAT00000105140,ARHGAP31,ARHGAP31
ENSCJAG00000053677,ENSCJAT00000076107,U6,
ENSCJAG00000059355,ENSCJAT00000102230,,
ENSCJAG00000001807,ENSCJAT00000003416,EVA1B,EVA1B
ENSCJAG00000007025,ENSCJAT00000070915,PTGDR,PTGDR
ENSCJAG00000048584,ENSCJAT00000070032,U6,
ENSCJAG00000042589,ENSCJAT00000056635,U6,
ENSCJAG00000021122,ENSCJAT00000041532,,
ENSCJAG00000006315,ENSCJAT00000012299,FAM120C,FAM120C
ENSCJAG00000008602,ENSCJAT00000016763,SLC25A24,SLC25A24
ENSCJAG00000008602,ENSCJAT00000016756,SLC25A24,SLC25A24
ENSCJAG00000018939,ENSCJAT00000037218,,
ENSCJAG00000018939,ENSCJAT00000037217,,
ENSCJAG00000018939,ENSCJAT00000071742,,
ENSCJAG00000018939,ENSCJAT00000057265,,
ENSCJAG00000018939,ENSCJAT00000080758,,
ENSCJAG00000056536,ENSCJAT00000115074,,
ENSCJAG00000016838,ENSCJAT00000032789,,
ENSCJAG00000016838,ENSCJAT00000032769,,
ENSCJAG00000016838,ENSCJAT00000089112,,
ENSCJAG00000053679,ENSCJAT00000096292,,
ENSCJAG00000053679,ENSCJAT00000113693,,
ENSCJAG00000053679,ENSCJAT00000095922,,
ENSCJAG00000044868,ENSCJAT00000100940,ANTXRL,ANTXRL
ENSCJAG00000044868,ENSCJAT00000085505,ANTXRL,ANTXRL
ENSCJAG00000044868,ENSCJAT00000070551,ANTXRL,ANTXRL
ENSCJAG00000057834,ENSCJAT00000111817,TRAV5,TRAV5
ENSCJAG00000051902,ENSCJAT00000088704,,
ENSCJAG00000059557,ENSCJAT00000105640,Metazoa_SRP,
ENSCJAG00000045226,ENSCJAT00000075294,,
ENSCJAG00000044446,ENSCJAT00000080127,U1,
ENSCJAG00000061319,ENSCJAT00000104384,U7,
ENSCJAG00000068149,ENSCJAT00000094588,,
ENSCJAG00000015737,ENSCJAT00000030629,TET2,TET2
ENSCJAG00000052191,ENSCJAT00000093648,,
ENSCJAG00000021033,ENSCJAT00000083702,RBPJ,RBPJ
ENSCJAG00000021033,ENSCJAT00000041389,RBPJ,RBPJ
ENSCJAG00000021033,ENSCJAT00000084456,RBPJ,RBPJ
ENSCJAG00000021033,ENSCJAT00000041397,RBPJ,RBPJ
ENSCJAG00000021033,ENSCJAT00000102413,RBPJ,RBPJ
ENSCJAG00000021033,ENSCJAT00000041388,RBPJ,RBPJ
ENSCJAG00000021033,ENSCJAT00000041394,RBPJ,RBPJ
ENSCJAG00000040347,ENSCJAT00000077280,TAF6L,TAF6L
ENSCJAG00000058257,ENSCJAT00000108648,ACTL10,ACTL10
ENSCJAG00000004002,ENSCJAT00000007735,SYT4,SYT4
ENSCJAG00000045364,ENSCJAT00000067776,U1,
ENSCJAG00000036281,ENSCJAT00000066321,Metazoa_SRP,
ENSCJAG00000004226,ENSCJAT00000056002,PGC,PGC
ENSCJAG00000004226,ENSCJAT00000008109,PGC,PGC
ENSCJAG00000056853,ENSCJAT00000112970,,
ENSCJAG00000051334,ENSCJAT00000111916,OR51B2,OR51B2
ENSCJAG00000065493,ENSCJAT00000104513,,
ENSCJAG00000038600,ENSCJAT00000068474,,
ENSCJAG00000059280,ENSCJAT00000112415,Metazoa_SRP,
ENSCJAG00000046276,ENSCJAT00000076583,RPRD1B,RPRD1B
ENSCJAG00000003839,ENSCJAT00000060295,,
ENSCJAG00000003839,ENSCJAT00000007394,,
ENSCJAG00000003839,ENSCJAT00000007407,,
ENSCJAG00000003839,ENSCJAT00000070848,,
ENSCJAG00000056771,ENSCJAT00000102645,,
ENSCJAG00000056771,ENSCJAT00000116125,,
ENSCJAG00000056771,ENSCJAT00000116038,,
ENSCJAG00000052563,ENSCJAT00000098346,,
ENSCJAG00000062504,ENSCJAT00000110712,,
ENSCJAG00000067939,ENSCJAT00000114638,,
ENSCJAG00000067939,ENSCJAT00000103430,,
ENSCJAG00000067939,ENSCJAT00000097015,,
ENSCJAG00000067939,ENSCJAT00000116051,,
ENSCJAG00000015361,ENSCJAT00000029892,PLEK2,PLEK2
ENSCJAG00000015361,ENSCJAT00000029887,PLEK2,PLEK2
ENSCJAG00000001156,ENSCJAT00000002198,TRPM6,TRPM6
ENSCJAG00000001156,ENSCJAT00000071163,TRPM6,TRPM6
ENSCJAG00000001156,ENSCJAT00000104078,TRPM6,TRPM6
ENSCJAG00000001156,ENSCJAT00000002202,TRPM6,TRPM6
ENSCJAG00000001156,ENSCJAT00000067792,TRPM6,TRPM6
ENSCJAG00000051591,ENSCJAT00000103304,,
ENSCJAG00000051591,ENSCJAT00000109960,,
ENSCJAG00000035628,ENSCJAT00000065955,Metazoa_SRP,
ENSCJAG00000061318,ENSCJAT00000117174,Metazoa_SRP,
ENSCJAG00000060093,ENSCJAT00000089487,,
ENSCJAG00000060093,ENSCJAT00000106210,,
ENSCJAG00000057394,ENSCJAT00000091859,,
ENSCJAG00000048048,ENSCJAT00000051152,U1,
ENSCJAG00000062247,ENSCJAT00000091417,TRAV4,TRAV4
ENSCJAG00000063764,ENSCJAT00000107892,,
ENSCJAG00000063764,ENSCJAT00000096585,,
ENSCJAG00000051380,ENSCJAT00000104062,,
ENSCJAG00000038613,ENSCJAT00000048735,,
ENSCJAG00000051906,ENSCJAT00000094240,,
ENSCJAG00000020953,ENSCJAT00000041175,RPL11,RPL11
ENSCJAG00000058005,ENSCJAT00000111812,Metazoa_SRP,
ENSCJAG00000062914,ENSCJAT00000095506,,
ENSCJAG00000060997,ENSCJAT00000114015,,
ENSCJAG00000018471,ENSCJAT00000036176,C20orf144,C20orf144
ENSCJAG00000042959,ENSCJAT00000081141,,
ENSCJAG00000004704,ENSCJAT00000081111,ZBTB7C,ZBTB7C
ENSCJAG00000004704,ENSCJAT00000009041,ZBTB7C,ZBTB7C
ENSCJAG00000014192,ENSCJAT00000027593,UGT2A1,UGT2A1
ENSCJAG00000014192,ENSCJAT00000026994,UGT2A1,UGT2A1
ENSCJAG00000014192,ENSCJAT00000027603,UGT2A1,UGT2A1
ENSCJAG00000014212,ENSCJAT00000027623,GTPBP10,GTPBP10
ENSCJAG00000014212,ENSCJAT00000070716,GTPBP10,GTPBP10
ENSCJAG00000042784,ENSCJAT00000070058,Y_RNA,
ENSCJAG00000007143,ENSCJAT00000013986,EMC6,EMC6
ENSCJAG00000059532,ENSCJAT00000099344,,
ENSCJAG00000060631,ENSCJAT00000113965,,
ENSCJAG00000008831,ENSCJAT00000017105,TRAV3,TRAV3
ENSCJAG00000058440,ENSCJAT00000103878,,
ENSCJAG00000058440,ENSCJAT00000108834,,
ENSCJAG00000058440,ENSCJAT00000110873,,
ENSCJAG00000057852,ENSCJAT00000114614,,
ENSCJAG00000003700,ENSCJAT00000007117,EFHB,EFHB
ENSCJAG00000018194,ENSCJAT00000035564,RAC3,RAC3
ENSCJAG00000015850,ENSCJAT00000099519,DPEP2,DPEP2
ENSCJAG00000015850,ENSCJAT00000030852,DPEP2,DPEP2
ENSCJAG00000007947,ENSCJAT00000015573,GPR155,GPR155
ENSCJAG00000007947,ENSCJAT00000015578,GPR155,GPR155
ENSCJAG00000066224,ENSCJAT00000094706,,
ENSCJAG00000056562,ENSCJAT00000088516,Metazoa_SRP,
ENSCJAG00000049119,ENSCJAT00000087079,,
ENSCJAG00000000334,ENSCJAT00000000627,RERE,RERE
ENSCJAG00000000334,ENSCJAT00000083432,RERE,RERE
ENSCJAG00000000334,ENSCJAT00000000634,RERE,RERE
ENSCJAG00000055958,ENSCJAT00000087184,U6,
ENSCJAG00000060789,ENSCJAT00000108651,,
ENSCJAG00000066222,ENSCJAT00000114594,,
ENSCJAG00000061283,ENSCJAT00000096303,,
ENSCJAG00000039604,ENSCJAT00000082770,,
ENSCJAG00000006307,ENSCJAT00000012287,CADM3,CADM3
ENSCJAG00000006307,ENSCJAT00000012282,CADM3,CADM3
ENSCJAG00000065526,ENSCJAT00000090434,,
ENSCJAG00000001022,ENSCJAT00000072209,SORCS2,SORCS2
ENSCJAG00000001022,ENSCJAT00000001860,SORCS2,SORCS2
ENSCJAG00000063740,ENSCJAT00000089934,OR51B5,OR51B5
ENSCJAG00000039317,ENSCJAT00000024003,,
ENSCJAG00000019719,ENSCJAT00000038705,FAM3D,FAM3D
ENSCJAG00000019719,ENSCJAT00000038701,FAM3D,FAM3D
ENSCJAG00000003654,ENSCJAT00000007062,MMP17,MMP17
ENSCJAG00000003654,ENSCJAT00000096480,MMP17,MMP17
ENSCJAG00000021358,ENSCJAT00000086005,RREB1,RREB1
ENSCJAG00000021358,ENSCJAT00000042003,RREB1,RREB1
ENSCJAG00000021358,ENSCJAT00000041999,RREB1,RREB1
ENSCJAG00000021358,ENSCJAT00000042002,RREB1,RREB1
ENSCJAG00000016872,ENSCJAT00000032831,BEAN1,BEAN1
ENSCJAG00000016872,ENSCJAT00000112316,BEAN1,BEAN1
ENSCJAG00000016872,ENSCJAT00000032823,BEAN1,BEAN1
ENSCJAG00000040651,ENSCJAT00000076381,FOXL1,FOXL1
ENSCJAG00000064738,ENSCJAT00000110330,,
ENSCJAG00000059144,ENSCJAT00000099480,,
ENSCJAG00000057138,ENSCJAT00000097943,,
ENSCJAG00000053790,ENSCJAT00000096486,,
ENSCJAG00000000196,ENSCJAT00000000352,CALB1,CALB1
ENSCJAG00000054348,ENSCJAT00000112111,,
ENSCJAG00000054348,ENSCJAT00000108100,,
ENSCJAG00000054348,ENSCJAT00000117233,,
ENSCJAG00000047368,ENSCJAT00000074773,OVCH1,OVCH1
ENSCJAG00000055746,ENSCJAT00000071428,Metazoa_SRP,
ENSCJAG00000056117,ENSCJAT00000116765,,
ENSCJAG00000068491,ENSCJAT00000090829,U2,
ENSCJAG00000002266,ENSCJAT00000004292,,
ENSCJAG00000014693,ENSCJAT00000028585,,
ENSCJAG00000060833,ENSCJAT00000106276,OR51B6,OR51B6
ENSCJAG00000052702,ENSCJAT00000090866,,
ENSCJAG00000055813,ENSCJAT00000111327,,
ENSCJAG00000068327,ENSCJAT00000114145,,
ENSCJAG00000013627,ENSCJAT00000026505,WEE2,WEE2
ENSCJAG00000001796,ENSCJAT00000003400,SH3D21,SH3D21
ENSCJAG00000024918,ENSCJAT00000045903,Y_RNA,
ENSCJAG00000035662,ENSCJAT00000065153,Metazoa_SRP,
ENSCJAG00000045760,ENSCJAT00000081129,TRAV2,TRAV2
ENSCJAG00000045882,ENSCJAT00000073969,,
ENSCJAG00000058990,ENSCJAT00000108762,Metazoa_SRP,
ENSCJAG00000013251,ENSCJAT00000025746,,
ENSCJAG00000042441,ENSCJAT00000075282,U6,
ENSCJAG00000055225,ENSCJAT00000109913,Metazoa_SRP,
ENSCJAG00000054289,ENSCJAT00000111545,,
ENSCJAG00000056301,ENSCJAT00000113840,OR4E1,OR4E1
ENSCJAG00000058047,ENSCJAT00000102678,,
ENSCJAG00000040089,ENSCJAT00000067066,,
ENSCJAG00000059180,ENSCJAT00000109283,Metazoa_SRP,
ENSCJAG00000058097,ENSCJAT00000117357,U3,
ENSCJAG00000018475,ENSCJAT00000062097,CBFA2T2,CBFA2T2
ENSCJAG00000006554,ENSCJAT00000097591,UMPS,UMPS
ENSCJAG00000006554,ENSCJAT00000012741,UMPS,UMPS
ENSCJAG00000053332,ENSCJAT00000104046,Metazoa_SRP,
ENSCJAG00000020185,ENSCJAT00000039645,OR51M1,OR51M1
ENSCJAG00000067613,ENSCJAT00000111952,,
ENSCJAG00000054525,ENSCJAT00000097426,,
ENSCJAG00000020148,ENSCJAT00000039590,MORC1,MORC1
ENSCJAG00000017143,ENSCJAT00000033293,FOXC2,FOXC2
ENSCJAG00000068697,ENSCJAT00000095005,U6,
ENSCJAG00000052987,ENSCJAT00000110822,,
ENSCJAG00000045201,ENSCJAT00000073882,Metazoa_SRP,
ENSCJAG00000064023,ENSCJAT00000112223,,
ENSCJAG00000069483,ENSCJAT00000100766,AHSG,AHSG
ENSCJAG00000006324,ENSCJAT00000012312,CLMN,CLMN
ENSCJAG00000051562,ENSCJAT00000098759,,
ENSCJAG00000007676,ENSCJAT00000015050,ATG4A,ATG4A
ENSCJAG00000007676,ENSCJAT00000053156,ATG4A,ATG4A
ENSCJAG00000007676,ENSCJAT00000015015,ATG4A,ATG4A
ENSCJAG00000062580,ENSCJAT00000043961,,
ENSCJAG00000066367,ENSCJAT00000090683,CHST10,CHST10
ENSCJAG00000066367,ENSCJAT00000109343,CHST10,CHST10
ENSCJAG00000059791,ENSCJAT00000099819,,
ENSCJAG00000056537,ENSCJAT00000100619,,
ENSCJAG00000018316,ENSCJAT00000035813,,
ENSCJAG00000011374,ENSCJAT00000116246,PLGRKT,PLGRKT
ENSCJAG00000011374,ENSCJAT00000022124,PLGRKT,PLGRKT
ENSCJAG00000061707,ENSCJAT00000089131,,
ENSCJAG00000013239,ENSCJAT00000025734,ZNF180,ZNF180
ENSCJAG00000013239,ENSCJAT00000055310,ZNF180,ZNF180
ENSCJAG00000044709,ENSCJAT00000081364,U4,
ENSCJAG00000001935,ENSCJAT00000003730,CDAN1,CDAN1
ENSCJAG00000007148,ENSCJAT00000014021,,
ENSCJAG00000007148,ENSCJAT00000081521,,
ENSCJAG00000005659,ENSCJAT00000011000,SLAMF7,SLAMF7
ENSCJAG00000005659,ENSCJAT00000010966,SLAMF7,SLAMF7
ENSCJAG00000005659,ENSCJAT00000010980,SLAMF7,SLAMF7
ENSCJAG00000005659,ENSCJAT00000110732,SLAMF7,SLAMF7
ENSCJAG00000005659,ENSCJAT00000010957,SLAMF7,SLAMF7
ENSCJAG00000005659,ENSCJAT00000106656,SLAMF7,SLAMF7
ENSCJAG00000005659,ENSCJAT00000094726,SLAMF7,SLAMF7
ENSCJAG00000003925,ENSCJAT00000069270,FMR1,FMR1
ENSCJAG00000003925,ENSCJAT00000103780,FMR1,FMR1
ENSCJAG00000003925,ENSCJAT00000007763,FMR1,FMR1
ENSCJAG00000003925,ENSCJAT00000007750,FMR1,FMR1
ENSCJAG00000003925,ENSCJAT00000102716,FMR1,FMR1
ENSCJAG00000003925,ENSCJAT00000007762,FMR1,FMR1
ENSCJAG00000003925,ENSCJAT00000098977,FMR1,FMR1
ENSCJAG00000003925,ENSCJAT00000007716,FMR1,FMR1
ENSCJAG00000003925,ENSCJAT00000098034,FMR1,FMR1
ENSCJAG00000003996,ENSCJAT00000110311,,
ENSCJAG00000003996,ENSCJAT00000083828,,
ENSCJAG00000003996,ENSCJAT00000077191,,
ENSCJAG00000003996,ENSCJAT00000007713,,
ENSCJAG00000003996,ENSCJAT00000106489,,
ENSCJAG00000003996,ENSCJAT00000093105,,
ENSCJAG00000003996,ENSCJAT00000007686,,
ENSCJAG00000003996,ENSCJAT00000007692,,
ENSCJAG00000003996,ENSCJAT00000092269,,
ENSCJAG00000015235,ENSCJAT00000083909,,
ENSCJAG00000015235,ENSCJAT00000117005,,
ENSCJAG00000015235,ENSCJAT00000029676,,
ENSCJAG00000015235,ENSCJAT00000075405,,
ENSCJAG00000056231,ENSCJAT00000099221,,
ENSCJAG00000007400,ENSCJAT00000014542,RPF1,RPF1
ENSCJAG00000007400,ENSCJAT00000076705,RPF1,RPF1
ENSCJAG00000065052,ENSCJAT00000090855,Metazoa_SRP,
ENSCJAG00000001114,ENSCJAT00000002041,SLC30A3,SLC30A3
ENSCJAG00000041318,ENSCJAT00000073833,SMIM22,SMIM22
ENSCJAG00000054350,ENSCJAT00000102149,,
ENSCJAG00000057944,ENSCJAT00000098803,,
ENSCJAG00000034109,ENSCJAT00000060188,U6,
ENSCJAG00000008836,ENSCJAT00000017117,OR4E2,OR4E2
ENSCJAG00000019108,ENSCJAT00000037451,GKN1,GKN1
ENSCJAG00000017146,ENSCJAT00000033313,MTHFSD,MTHFSD
ENSCJAG00000017146,ENSCJAT00000070118,MTHFSD,MTHFSD
ENSCJAG00000006959,ENSCJAT00000099127,NID2,NID2
ENSCJAG00000006959,ENSCJAT00000013682,NID2,NID2
ENSCJAG00000006959,ENSCJAT00000104634,NID2,NID2
ENSCJAG00000006959,ENSCJAT00000093511,NID2,NID2
ENSCJAG00000006959,ENSCJAT00000108280,NID2,NID2
ENSCJAG00000061143,ENSCJAT00000108058,,
ENSCJAG00000018085,ENSCJAT00000035445,TNPO3,TNPO3
ENSCJAG00000018085,ENSCJAT00000035455,TNPO3,TNPO3
ENSCJAG00000067074,ENSCJAT00000098630,,
ENSCJAG00000067074,ENSCJAT00000092192,,
ENSCJAG00000012000,ENSCJAT00000023313,,
ENSCJAG00000012000,ENSCJAT00000103524,,
ENSCJAG00000012000,ENSCJAT00000102994,,
ENSCJAG00000012000,ENSCJAT00000023309,,
ENSCJAG00000064815,ENSCJAT00000091742,,
ENSCJAG00000064815,ENSCJAT00000112673,,
ENSCJAG00000035083,ENSCJAT00000062777,Y_RNA,
ENSCJAG00000067693,ENSCJAT00000103268,,
ENSCJAG00000058530,ENSCJAT00000090295,,
ENSCJAG00000051994,ENSCJAT00000093347,,
ENSCJAG00000051994,ENSCJAT00000112568,,
ENSCJAG00000005349,ENSCJAT00000010326,,
ENSCJAG00000068712,ENSCJAT00000110222,U4,
ENSCJAG00000006662,ENSCJAT00000013036,KDSR,KDSR
ENSCJAG00000006662,ENSCJAT00000114641,KDSR,KDSR
ENSCJAG00000006662,ENSCJAT00000013005,KDSR,KDSR
ENSCJAG00000028445,ENSCJAT00000049430,SNORA75,
ENSCJAG00000064381,ENSCJAT00000100316,,
ENSCJAG00000009192,ENSCJAT00000017888,PDE1C,PDE1C
ENSCJAG00000009192,ENSCJAT00000017887,PDE1C,PDE1C
ENSCJAG00000009192,ENSCJAT00000075308,PDE1C,PDE1C
ENSCJAG00000009192,ENSCJAT00000062858,PDE1C,PDE1C
ENSCJAG00000009192,ENSCJAT00000062172,PDE1C,PDE1C
ENSCJAG00000008163,ENSCJAT00000016008,SLC9A4,SLC9A4
ENSCJAG00000069393,ENSCJAT00000098313,,
ENSCJAG00000069393,ENSCJAT00000111179,,
ENSCJAG00000004199,ENSCJAT00000004974,TFEB,TFEB
ENSCJAG00000004199,ENSCJAT00000008085,TFEB,TFEB
ENSCJAG00000004199,ENSCJAT00000083929,TFEB,TFEB
ENSCJAG00000004199,ENSCJAT00000008079,TFEB,TFEB
ENSCJAG00000057153,ENSCJAT00000106309,U6,
ENSCJAG00000052017,ENSCJAT00000100298,,
ENSCJAG00000058335,ENSCJAT00000102950,,
ENSCJAG00000056116,ENSCJAT00000088757,Metazoa_SRP,
ENSCJAG00000062782,ENSCJAT00000112453,Y_RNA,
ENSCJAG00000037701,ENSCJAT00000064777,Metazoa_SRP,
ENSCJAG00000064552,ENSCJAT00000098968,,
ENSCJAG00000012532,ENSCJAT00000024338,CNOT4,CNOT4
ENSCJAG00000012532,ENSCJAT00000024386,CNOT4,CNOT4
ENSCJAG00000012532,ENSCJAT00000024361,CNOT4,CNOT4
ENSCJAG00000012532,ENSCJAT00000024365,CNOT4,CNOT4
ENSCJAG00000012532,ENSCJAT00000085768,CNOT4,CNOT4
ENSCJAG00000066769,ENSCJAT00000101133,,
ENSCJAG00000057631,ENSCJAT00000069444,U6,
ENSCJAG00000007691,ENSCJAT00000015011,MFSD2B,MFSD2B
ENSCJAG00000061718,ENSCJAT00000092570,U6,
ENSCJAG00000069430,ENSCJAT00000101595,SNORD82,
ENSCJAG00000062416,ENSCJAT00000093818,U6,
ENSCJAG00000066152,ENSCJAT00000109236,,
ENSCJAG00000054849,ENSCJAT00000103744,U7,
ENSCJAG00000051669,ENSCJAT00000093351,,
ENSCJAG00000061877,ENSCJAT00000116550,,
ENSCJAG00000067400,ENSCJAT00000111623,U4,
ENSCJAG00000069382,ENSCJAT00000109801,U2,
ENSCJAG00000021131,ENSCJAT00000079006,LARP4,LARP4
ENSCJAG00000021131,ENSCJAT00000069528,LARP4,LARP4
ENSCJAG00000021131,ENSCJAT00000041577,LARP4,LARP4
ENSCJAG00000021131,ENSCJAT00000041564,LARP4,LARP4
ENSCJAG00000009181,ENSCJAT00000017801,HVCN1,HVCN1
ENSCJAG00000009181,ENSCJAT00000017795,HVCN1,HVCN1
ENSCJAG00000009181,ENSCJAT00000017788,HVCN1,HVCN1
ENSCJAG00000061784,ENSCJAT00000113767,Metazoa_SRP,
ENSCJAG00000061195,ENSCJAT00000043642,,
ENSCJAG00000018563,ENSCJAT00000036425,,
ENSCJAG00000018563,ENSCJAT00000036409,,
ENSCJAG00000055222,ENSCJAT00000098008,,
ENSCJAG00000006569,ENSCJAT00000012818,LHX8,LHX8
ENSCJAG00000006569,ENSCJAT00000071131,LHX8,LHX8
ENSCJAG00000003066,ENSCJAT00000005863,NAT1,NAT1
ENSCJAG00000047568,ENSCJAT00000077990,5S_rRNA,
ENSCJAG00000013596,ENSCJAT00000026426,NMUR1,NMUR1
ENSCJAG00000052449,ENSCJAT00000106376,,
ENSCJAG00000057946,ENSCJAT00000103381,U6,
ENSCJAG00000042374,ENSCJAT00000085480,U6,
ENSCJAG00000013966,ENSCJAT00000027140,C19orf44,C19orf44
ENSCJAG00000013966,ENSCJAT00000027145,C19orf44,C19orf44
ENSCJAG00000051679,ENSCJAT00000104687,,
ENSCJAG00000051679,ENSCJAT00000112761,,
ENSCJAG00000051679,ENSCJAT00000107494,,
ENSCJAG00000005700,ENSCJAT00000011046,IQCF6,IQCF6
ENSCJAG00000008845,ENSCJAT00000017128,OR10G2,OR10G2
ENSCJAG00000060438,ENSCJAT00000108150,Metazoa_SRP,
ENSCJAG00000054948,ENSCJAT00000097815,U4,
ENSCJAG00000041665,ENSCJAT00000075852,CFL2,CFL2
ENSCJAG00000041665,ENSCJAT00000082533,CFL2,CFL2
ENSCJAG00000066131,ENSCJAT00000102679,,
ENSCJAG00000066131,ENSCJAT00000022647,,
ENSCJAG00000066131,ENSCJAT00000092233,,
ENSCJAG00000065769,ENSCJAT00000089755,,
ENSCJAG00000065769,ENSCJAT00000113447,,
ENSCJAG00000065769,ENSCJAT00000108400,,
ENSCJAG00000067482,ENSCJAT00000090226,,
ENSCJAG00000035218,ENSCJAT00000063096,U6,
ENSCJAG00000052796,ENSCJAT00000100059,,
ENSCJAG00000001240,ENSCJAT00000002314,CCDC138,CCDC138
ENSCJAG00000001240,ENSCJAT00000002322,CCDC138,CCDC138
ENSCJAG00000063678,ENSCJAT00000114866,Metazoa_SRP,
ENSCJAG00000016133,ENSCJAT00000091415,ALDH18A1,ALDH18A1
ENSCJAG00000016133,ENSCJAT00000031502,ALDH18A1,ALDH18A1
ENSCJAG00000023305,ENSCJAT00000044290,,
ENSCJAG00000008692,ENSCJAT00000091866,EPHA3,EPHA3
ENSCJAG00000008692,ENSCJAT00000107639,EPHA3,EPHA3
ENSCJAG00000008692,ENSCJAT00000116518,EPHA3,EPHA3
ENSCJAG00000008692,ENSCJAT00000017011,EPHA3,EPHA3
ENSCJAG00000007979,ENSCJAT00000015626,SKAP2,SKAP2
ENSCJAG00000007979,ENSCJAT00000062809,SKAP2,SKAP2
ENSCJAG00000021401,ENSCJAT00000042078,RECQL4,RECQL4
ENSCJAG00000021401,ENSCJAT00000107144,RECQL4,RECQL4
ENSCJAG00000039344,ENSCJAT00000085952,NUDT3,NUDT3
ENSCJAG00000039344,ENSCJAT00000080742,NUDT3,NUDT3
ENSCJAG00000056325,ENSCJAT00000105630,Metazoa_SRP,
ENSCJAG00000052306,ENSCJAT00000113138,,
ENSCJAG00000054264,ENSCJAT00000108467,,
ENSCJAG00000059663,ENSCJAT00000088746,OR51I1,OR51I1
ENSCJAG00000015864,ENSCJAT00000056584,DPEP3,DPEP3
ENSCJAG00000022354,ENSCJAT00000043339,,
ENSCJAG00000004035,ENSCJAT00000007745,SETBP1,SETBP1
ENSCJAG00000004035,ENSCJAT00000007759,SETBP1,SETBP1
ENSCJAG00000054106,ENSCJAT00000108007,,
ENSCJAG00000038187,ENSCJAT00000069555,,
ENSCJAG00000067839,ENSCJAT00000106664,,
ENSCJAG00000023226,ENSCJAT00000044211,OR10G3,OR10G3
ENSCJAG00000057240,ENSCJAT00000107744,Y_RNA,
ENSCJAG00000018201,ENSCJAT00000035587,LRRC45,LRRC45
ENSCJAG00000018201,ENSCJAT00000092959,LRRC45,LRRC45
ENSCJAG00000037146,ENSCJAT00000065080,Metazoa_SRP,
ENSCJAG00000042677,ENSCJAT00000068450,VN1R4,VN1R4
ENSCJAG00000044195,ENSCJAT00000066483,USP34,USP34
ENSCJAG00000055774,ENSCJAT00000104735,OR51I2,OR51I2
ENSCJAG00000007775,ENSCJAT00000076172,DMD,DMD
ENSCJAG00000007775,ENSCJAT00000015336,DMD,DMD
ENSCJAG00000007775,ENSCJAT00000015323,DMD,DMD
ENSCJAG00000007775,ENSCJAT00000077509,DMD,DMD
ENSCJAG00000007775,ENSCJAT00000015330,DMD,DMD
ENSCJAG00000007775,ENSCJAT00000072693,DMD,DMD
ENSCJAG00000007775,ENSCJAT00000015325,DMD,DMD
ENSCJAG00000007775,ENSCJAT00000015324,DMD,DMD
ENSCJAG00000065815,ENSCJAT00000091749,U6,
ENSCJAG00000052863,ENSCJAT00000102196,,
ENSCJAG00000052864,ENSCJAT00000093190,,
ENSCJAG00000021503,ENSCJAT00000042296,TGM2,TGM2
ENSCJAG00000043027,ENSCJAT00000082508,Metazoa_SRP,
ENSCJAG00000061578,ENSCJAT00000099841,U1,
ENSCJAG00000035732,ENSCJAT00000065097,Metazoa_SRP,
ENSCJAG00000013600,ENSCJAT00000026432,TEX44,TEX44
ENSCJAG00000056922,ENSCJAT00000097872,,
ENSCJAG00000037119,ENSCJAT00000065465,Metazoa_SRP,
ENSCJAG00000066854,ENSCJAT00000099726,Metazoa_SRP,
ENSCJAG00000062628,ENSCJAT00000099669,,
ENSCJAG00000067002,ENSCJAT00000087660,U4,
ENSCJAG00000066251,ENSCJAT00000098928,,
ENSCJAG00000013621,ENSCJAT00000026480,DENND11,DENND11
ENSCJAG00000052777,ENSCJAT00000095645,,
ENSCJAG00000057506,ENSCJAT00000091239,,
ENSCJAG00000062634,ENSCJAT00000100609,Metazoa_SRP,
ENSCJAG00000065245,ENSCJAT00000107523,,
ENSCJAG00000066934,ENSCJAT00000090398,,
ENSCJAG00000062707,ENSCJAT00000094031,,
