defined_class	prefLabel	Synonyms_from_taxonomy	Gross_cell_type	Taxon	Taxon_abbv	Brain_region	Cluster_ID	Alias_citations	Minimal_markers	Allen_markers	Brain_region_abbv	Species_abbv	Individual	part_of	has_soma_location	aligned_alias	marker_gene_set
http://purl.obolibrary.org/obo/PCL_0011164	L2/3/5 fan Martinotti cell	L2/3/5 fan Martinotti cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_164	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000027965		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_164		UBERON:0001384		PCL:0012664
http://purl.obolibrary.org/obo/PCL_0011165	L5/6 non-Martinotti cell	L5/6 non-Martinotti cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_165	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000036019|ensembl:ENSMUSG00000049796		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_165		UBERON:0001384		PCL:0012665
http://purl.obolibrary.org/obo/PCL_0011170	L6 Th+ SST/PV cell	L6 Th+ SST/PV cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_170	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000028971	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000004366	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_170		UBERON:0001384		PCL:0012670
http://purl.obolibrary.org/obo/PCL_0011177	Upper FS Basket cell	Upper FS Basket cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_177	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000052353		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_177		UBERON:0001384		PCL:0012677
http://purl.obolibrary.org/obo/PCL_0011178	Chandelier	Chandelier|Chandelier cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_178	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000020099|ensembl:ENSMUSG00000067028		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_178		UBERON:0001384	Chandelier	PCL:0012678
http://purl.obolibrary.org/obo/PCL_0011182	IT projecting	IT projecting	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_182	PMID:34616066	ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000038331		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_182		UBERON:0001384	IT projecting	PCL:0012682
http://purl.obolibrary.org/obo/PCL_0011183	L2/3 IT	L2/3 IT	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_183	PMID:34616066	ensembl:ENSMUSG00000021708|ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000059187		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_183		UBERON:0001384	L2/3 IT	PCL:0012683
http://purl.obolibrary.org/obo/PCL_0011188	L4	L4|L4/5 IT	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_188	PMID:34616066	ensembl:ENSMUSG00000034402|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000084890		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_188		UBERON:0001384	L4/5 IT	PCL:0012688
http://purl.obolibrary.org/obo/PCL_0011189	L5 IT	L5 IT	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_189	PMID:34616066	ensembl:ENSMUSG00000035357|ensembl:ENSMUSG00000039037|ensembl:ENSMUSG00000040452		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_189		UBERON:0001384	L5 IT	PCL:0012689
http://purl.obolibrary.org/obo/PCL_0011190	L5 IT_C2	L5 IT_2|L5 IT_C2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_190	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000022419|ensembl:ENSMUSG00000059203		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_190		UBERON:0001384	L5 IT_2	PCL:0012690
http://purl.obolibrary.org/obo/PCL_0011192	L6 IT	L6 IT	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_192	PMID:34616066	ensembl:ENSMUSG00000016918|ensembl:ENSMUSG00000052430|ensembl:ENSMUSG00000059203		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_192		UBERON:0001384	L6 IT	PCL:0012692
http://purl.obolibrary.org/obo/PCL_0011193	L5 ET	L5 ET	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_193	PMID:34616066	ensembl:ENSMUSG00000022206|ensembl:ENSMUSG00000098760		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_193		UBERON:0001384	L5 ET	PCL:0012693
http://purl.obolibrary.org/obo/PCL_0011194	L5 ET (Non-MY-projecting)	L5 ET (Non-MY-projecting)|L5 ET (Non-MY-projecting)|Non-MY-projecting L5 ET	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_194	PMID:34616066|PMID:30382198|PMID:33184512	ensembl:ENSMUSG00000021541|ensembl:ENSMUSG00000068196|ensembl:ENSMUSG00000090125		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_194		UBERON:0001384		PCL:0012694
http://purl.obolibrary.org/obo/PCL_0011197	L6 CT	Corticothalamic|VAL/VM Projecting|L6 CT	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_197	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_197		UBERON:0001384	L6 CT	PCL:0012697
http://purl.obolibrary.org/obo/PCL_0011203	L6b	L6b|L6b|L6b subplate	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_203	PMID:34616066|PMID:34616062|PMID:33184512	ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000039714		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_203		UBERON:0001384	L6b	PCL:0012703
http://purl.obolibrary.org/obo/PCL_0011207	L5/6 NP	L5/6 NP|L5/6 NP|Near-projecting	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_207	PMID:34616066|PMID:34616062|PMID:33184512	ensembl:ENSMUSG00000004151|ensembl:ENSMUSG00000047907		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_207		UBERON:0001384	L5/6 NP	PCL:0012707
http://purl.obolibrary.org/obo/PCL_0011209	Meis2	Meis2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_209	PMID:34616066	ensembl:ENSMUSG00000023800|ensembl:ENSMUSG00000035551		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_209		UBERON:0001384	Meis2	PCL:0012709
http://purl.obolibrary.org/obo/PCL_0011211	Astro_C1	Astro_1|Astro_C1	CL:0000127	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_211	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000021318|ensembl:ENSMUSG00000036949		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_211	UBERON:0001384		Astro_1	PCL:0012711
http://purl.obolibrary.org/obo/PCL_0011232	Sst-like	Sst|Sst-like	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_232	PMID:34616066	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000042453		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_232		UBERON:0001384	Sst	PCL:0012732
http://purl.obolibrary.org/obo/PCL_0011233	Pvalb-like	Pvalb|Pvalb-like	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_233	PMID:34616066	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000031772		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_233		UBERON:0001384	Pvalb	PCL:0012733
http://purl.obolibrary.org/obo/PCL_0011234	Non-IT projecting	Non-IT projecting	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_234	PMID:34616066			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_234		UBERON:0001384	Non-IT projecting	
http://purl.obolibrary.org/obo/PCL_0011238	Lamp5-like_C2	Lamp5-like_C2|Lamp5_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_238	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_238		UBERON:0001384	Lamp5_2	
http://purl.obolibrary.org/obo/PCL_0011239	Sncg-like_C3	Sncg-like_C3|Sncg_3	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_239	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_239		UBERON:0001384	Sncg_3	
http://purl.obolibrary.org/obo/PCL_0011240	Sncg-like_C1	Sncg-like_C1|Sncg_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_240	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_240		UBERON:0001384	Sncg_1	
http://purl.obolibrary.org/obo/PCL_0011241	Vip-like_C3	Vip-like_C3|Vip_3	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_241	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_241		UBERON:0001384	Vip_3	
http://purl.obolibrary.org/obo/PCL_0011242	Vip-like_C2	Vip-like_C2|Vip_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_242	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_242		UBERON:0001384	Vip_2	
http://purl.obolibrary.org/obo/PCL_0011243	Vip-like_C1	Vip-like_C1|Vip_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_243	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_243		UBERON:0001384	Vip_1	
http://purl.obolibrary.org/obo/PCL_0011244	Sst-like_C2	Sst-like_C2|Sst_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_244	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_244		UBERON:0001384	Sst_2	
http://purl.obolibrary.org/obo/PCL_0011245	Sst-like_C3	Sst-like_C3|Sst_3	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_245	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_245		UBERON:0001384	Sst_3	
http://purl.obolibrary.org/obo/PCL_0011246	Sst-like_C6	Sst-like_C6|Sst_6	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_246	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_246		UBERON:0001384	Sst_6	
http://purl.obolibrary.org/obo/PCL_0011247	Pvalb-like_C1	Pvalb-like_C1|Pvalb_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_247	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_247		UBERON:0001384	Pvalb_1	
http://purl.obolibrary.org/obo/PCL_0011248	Pvalb-like_C2	Pvalb-like_C2|Pvalb_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_248	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_248		UBERON:0001384	Pvalb_2	
http://purl.obolibrary.org/obo/PCL_0011249	L5 IT_C1	L5 IT_1|L5 IT_C1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_249	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_249		UBERON:0001384	L5 IT_1	
http://purl.obolibrary.org/obo/PCL_0011250	L6 IT_C2	L6 IT_2|L6 IT_C2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_250	PMID:34616062		ensembl:ENSMUSG00000033208	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_250		UBERON:0001384	L6 IT_2	
http://purl.obolibrary.org/obo/PCL_0011251	L5 ET_C1	L5 ET_1|L5 ET_C1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_251	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_251		UBERON:0001384	L5 ET_1	
http://purl.obolibrary.org/obo/PCL_0011252	L6 CT_C1	L6 CT_1|L6 CT_C1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_252	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_252		UBERON:0001384	L6 CT_1	
http://purl.obolibrary.org/obo/PCL_0011253	Oligo_C2	Oligo_2|Oligo_C2	CL:0000128	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_253	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_253	UBERON:0001384		Oligo_2	
http://purl.obolibrary.org/obo/PCL_0011254	VLMC(i)	VLMC(i)	CL:4023051	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_254	PMID:34616062			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_254				
http://purl.obolibrary.org/obo/PCL_0011255	Large CCK basket cell	Large CCK basket cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_255	PMID:33184512			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_255		UBERON:0001384		
http://purl.obolibrary.org/obo/PCL_0011256	L5 T Martinotti cell	L5 T Martinotti cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_256	PMID:33184512			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_256		UBERON:0001384		
http://purl.obolibrary.org/obo/PCL_0011257	Lower FS Basket cell	Lower FS Basket cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_257	PMID:33184512			MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_257		UBERON:0001384		
