defined_class	prefLabel	Synonyms_from_taxonomy	Comment	Gross_cell_type	Taxon	Brain_region	Alias_citations	Minimal_markers	Allen_markers	Individual	part_of	has_soma_location	Brain_region_abbv	Species_abbv
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_101	Exc L5-6 FEZF2 C9orf135-AS1	Exc L5-6 FEZF2 C9orf135-AS1|RNAseq 100	cell_set_preferred_alias:Exc L5-6 FEZF2 C9orf135-AS1 ; original_label:Exc L5-6 FEZF2 C9orf135-AS1 ; cell_set_label:RNAseq 100 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000112902|ensembl:ENSG00000128573|ensembl:ENSG00000206120		AllenDend:CS201912131_101		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_102	Exc L5-6 FEZF2 FILIP1L	Exc L5-6 FEZF2 FILIP1L|RNAseq 101	cell_set_preferred_alias:Exc L5-6 FEZF2 FILIP1L ; original_label:Exc L5-6 FEZF2 FILIP1L ; cell_set_label:RNAseq 101 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000120341|ensembl:ENSG00000137573|ensembl:ENSG00000140563		AllenDend:CS201912131_102		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_103	Exc L5-6 FEZF2 SH2D1B	Exc L5-6 FEZF2 SH2D1B|RNAseq 102	cell_set_preferred_alias:Exc L5-6 FEZF2 SH2D1B ; original_label:Exc L5-6 FEZF2 SH2D1B ; cell_set_label:RNAseq 102 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000134138|ensembl:ENSG00000165246|ensembl:ENSG00000178031|ensembl:ENSG00000198682		AllenDend:CS201912131_103		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_104	Exc L6 FEZF2 PDYN	Exc L6 FEZF2 PDYN|RNAseq 103	cell_set_preferred_alias:Exc L6 FEZF2 PDYN ; original_label:Exc L6 FEZF2 PDYN ; cell_set_label:RNAseq 103 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000101327|ensembl:ENSG00000162645	ensembl:ENSG00000101327	AllenDend:CS201912131_104		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_105	Exc L6 FEZF2 FFAR4	Exc L6 FEZF2 FFAR4|RNAseq 104	cell_set_preferred_alias:Exc L6 FEZF2 FFAR4 ; original_label:Exc L6 FEZF2 FFAR4 ; cell_set_label:RNAseq 104 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_105		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_106	Exc L6 FEZF2 PROKR2	Exc L6 FEZF2 PROKR2|RNAseq 105	cell_set_preferred_alias:Exc L6 FEZF2 PROKR2 ; original_label:Exc L6 FEZF2 PROKR2 ; cell_set_label:RNAseq 105 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000184564		AllenDend:CS201912131_106		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_107	Exc L5-6 FEZF2 CFTR	Exc L5-6 FEZF2 CFTR|RNAseq 106	cell_set_preferred_alias:Exc L5-6 FEZF2 CFTR ; original_label:Exc L5-6 FEZF2 CFTR ; cell_set_label:RNAseq 106 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000153234|ensembl:ENSG00000153993		AllenDend:CS201912131_107		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_108	Exc L6 FEZF2 KLK7	Exc L6 FEZF2 KLK7|RNAseq 107	cell_set_preferred_alias:Exc L6 FEZF2 KLK7 ; original_label:Exc L6 FEZF2 KLK7 ; cell_set_label:RNAseq 107 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000135272		AllenDend:CS201912131_108		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_109	Exc L6 FEZF2 POGK	Exc L6 FEZF2 POGK|RNAseq 108	cell_set_preferred_alias:Exc L6 FEZF2 POGK ; original_label:Exc L6 FEZF2 POGK ; cell_set_label:RNAseq 108 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000163710		AllenDend:CS201912131_109		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_110	Exc L5 FEZF2 CSN1S1	Exc L5 FEZF2 CSN1S1|RNAseq 109	cell_set_preferred_alias:Exc L5 FEZF2 CSN1S1 ; original_label:Exc L5 FEZF2 CSN1S1 ; cell_set_label:RNAseq 109 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000122375|ensembl:ENSG00000171724		AllenDend:CS201912131_110		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_111	Exc L3-5 FEZF2 ASGR2	Exc L3-5 FEZF2 ASGR2|RNAseq 110	cell_set_preferred_alias:Exc L3-5 FEZF2 ASGR2 ; original_label:Exc L3-5 FEZF2 ASGR2 ; cell_set_label:RNAseq 110 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000167332		AllenDend:CS201912131_111		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_112	Exc L3-5 FEZF2 LINC01107	Exc L3-5 FEZF2 LINC01107|RNAseq 111	cell_set_preferred_alias:Exc L3-5 FEZF2 LINC01107 ; original_label:Exc L3-5 FEZF2 LINC01107 ; cell_set_label:RNAseq 111 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000136160|ensembl:ENSG00000165810		AllenDend:CS201912131_112		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_113	Exc L5 FEZF2 PKD2L1	Exc L5 FEZF2 PKD2L1|RNAseq 112	cell_set_preferred_alias:Exc L5 FEZF2 PKD2L1 ; original_label:Exc L5 FEZF2 PKD2L1 ; cell_set_label:RNAseq 112 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000206538		AllenDend:CS201912131_113		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_114	Exc L5 FEZF2 NREP-AS1	Exc L5 FEZF2 NREP-AS1|RNAseq 113	cell_set_preferred_alias:Exc L5 FEZF2 NREP-AS1 ; original_label:Exc L5 FEZF2 NREP-AS1 ; cell_set_label:RNAseq 113 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000135218|ensembl:ENSG00000151388		AllenDend:CS201912131_114		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_115	Exc L5 FEZF2 RNF144A-AS1	Exc L5 FEZF2 RNF144A-AS1|RNAseq 114	cell_set_preferred_alias:Exc L5 FEZF2 RNF144A-AS1 ; original_label:Exc L5 FEZF2 RNF144A-AS1 ; cell_set_label:RNAseq 114 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000135218		AllenDend:CS201912131_115		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_116	Exc L5-6 FEZF2 IFNG-AS1	Exc L5-6 FEZF2 IFNG-AS1|RNAseq 115	cell_set_preferred_alias:Exc L5-6 FEZF2 IFNG-AS1 ; original_label:Exc L5-6 FEZF2 IFNG-AS1 ; cell_set_label:RNAseq 115 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_116		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_117	Exc L5-6 FEZF2 LPO	Exc L5-6 FEZF2 LPO|RNAseq 116	cell_set_preferred_alias:Exc L5-6 FEZF2 LPO ; original_label:Exc L5-6 FEZF2 LPO ; cell_set_label:RNAseq 116 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_117		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_122	Astro L1-6 FGFR3 AQP1	Astro L1-6 FGFR3 AQP1|RNAseq 122	cell_set_preferred_alias:Astro L1-6 FGFR3 AQP1 ; original_label:Astro L1-6 FGFR3 AQP1 ; cell_set_label:RNAseq 122 ; cell_set_aligned_alias:''	CL:0000127	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000041982		AllenDend:CS201912131_122	UBERON:0001384			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_123	Astro L1 FGFR3 SERPINI2	Astro L1 FGFR3 SERPINI2|RNAseq 123	cell_set_preferred_alias:Astro L1 FGFR3 SERPINI2 ; original_label:Astro L1 FGFR3 SERPINI2 ; cell_set_label:RNAseq 123 ; cell_set_aligned_alias:''	CL:0000127	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000165164|ensembl:ENSG00000174776		AllenDend:CS201912131_123	UBERON:0001384			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_124	Astro L1-6 FGFR3 PLCG1	Astro L1-6 FGFR3 PLCG1|RNAseq 124	cell_set_preferred_alias:Astro L1-6 FGFR3 PLCG1 ; original_label:Astro L1-6 FGFR3 PLCG1 ; cell_set_label:RNAseq 124 ; cell_set_aligned_alias:''	CL:0000127	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000080573		AllenDend:CS201912131_124	UBERON:0001384			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_125	Endo L2-5 NOSTRIN SRGN	Endo L2-5 NOSTRIN SRGN|Endothelial|RNAseq 125	cell_set_preferred_alias:Endo L2-5 NOSTRIN SRGN ; original_label:Endo L2-5 NOSTRIN SRGN ; cell_set_label:RNAseq 125 ; cell_set_aligned_alias:Endothelial	CL:0000115	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000184113		AllenDend:CS201912131_125	UBERON:0001384			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_126	VLMC L1-5 PDGFRA COLEC12	RNAseq 126|VLMC|VLMC L1-5 PDGFRA COLEC12	cell_set_preferred_alias:VLMC L1-5 PDGFRA COLEC12 ; original_label:VLMC L1-5 PDGFRA COLEC12 ; cell_set_label:RNAseq 126 ; cell_set_aligned_alias:VLMC	CL:4023051	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000158270|ensembl:ENSG00000164692	ensembl:ENSG00000158270	AllenDend:CS201912131_126	UBERON:0001384			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_127	Micro L1-6 TYROBP CD74	Micro L1-6 TYROBP CD74|Microglia-PVM|RNAseq 127	cell_set_preferred_alias:Micro L1-6 TYROBP CD74 ; original_label:Micro L1-6 TYROBP CD74 ; cell_set_label:RNAseq 127 ; cell_set_aligned_alias:Microglia-PVM	CL:0000129	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000077420|ensembl:ENSG00000169313		AllenDend:CS201912131_127	UBERON:0001384			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_128	Lamp5	Lamp5|RNAseq 001-008, 014-015	cell_set_preferred_alias:Lamp5 ; original_label:Lamp5 ; cell_set_label:RNAseq 001-008, 014-015 ; cell_set_aligned_alias:Lamp5	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000041515|ensembl:ENSG00000112319		AllenDend:CS201912131_128		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_129	Sncg	RNAseq 009-013, 016-018|Sncg	cell_set_preferred_alias:Sncg ; original_label:Sncg ; cell_set_label:RNAseq 009-013, 016-018 ; cell_set_aligned_alias:Sncg	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000118432|ensembl:ENSG00000145824|ensembl:ENSG00000185736		AllenDend:CS201912131_129		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_133	L2/3 IT	L2/3 IT|RNAseq 073-080	cell_set_preferred_alias:L2/3 IT ; original_label:L2/3 IT ; cell_set_label:RNAseq 073-080 ; cell_set_aligned_alias:L2/3 IT	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000111249|ensembl:ENSG00000183662		AllenDend:CS201912131_133		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_134	L5 IT	L5 IT|RNAseq 081-092	cell_set_preferred_alias:L5 IT ; original_label:L5 IT ; cell_set_label:RNAseq 081-092 ; cell_set_aligned_alias:L5 IT	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000198963		AllenDend:CS201912131_134		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_135	L6 IT	L6 IT|RNAseq 093-095	cell_set_preferred_alias:L6 IT ; original_label:L6 IT ; cell_set_label:RNAseq 093-095 ; cell_set_aligned_alias:L6 IT	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000172673|ensembl:ENSG00000226620		AllenDend:CS201912131_135		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_136	L6 CT	L6 CT|RNAseq 097-102	cell_set_preferred_alias:L6 CT ; original_label:L6 CT ; cell_set_label:RNAseq 097-102 ; cell_set_aligned_alias:L6 CT	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000112902|ensembl:ENSG00000182601|ensembl:ENSG00000206120		AllenDend:CS201912131_136		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_137	L6b	L6b|RNAseq 103-108	cell_set_preferred_alias:L6b ; original_label:L6b ; cell_set_label:RNAseq 103-108 ; cell_set_aligned_alias:L6b	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000135272|ensembl:ENSG00000153993		AllenDend:CS201912131_137		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_138	L5 ET	L5 ET|RNAseq 109-111	cell_set_preferred_alias:L5 ET ; original_label:L5 ET ; cell_set_label:RNAseq 109-111 ; cell_set_aligned_alias:L5 ET	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000167332		AllenDend:CS201912131_138		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_139	L5/6 NP	L5/6 NP|RNAseq 112-116	cell_set_preferred_alias:L5/6 NP ; original_label:L5/6 NP ; cell_set_label:RNAseq 112-116 ; cell_set_aligned_alias:L5/6 NP	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_139		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_143	CGE/PoA	CGE/PoA|RNAseq 001-039	cell_set_preferred_alias:CGE/PoA ; original_label:CGE/PoA ; cell_set_label:RNAseq 001-039 ; cell_set_aligned_alias:CGE/PoA	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_143		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_144	MGE	MGE|RNAseq 040-072	cell_set_preferred_alias:MGE ; original_label:MGE ; cell_set_label:RNAseq 040-072 ; cell_set_aligned_alias:MGE	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_144		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_145	IT projecting	IT projecting|RNAseq 073-096	cell_set_preferred_alias:IT projecting ; original_label:IT projecting ; cell_set_label:RNAseq 073-096 ; cell_set_aligned_alias:IT projecting	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_145		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_146	Non-IT projecting	Non-IT projecting|RNAseq 097-116	cell_set_preferred_alias:Non-IT projecting ; original_label:Non-IT projecting ; cell_set_label:RNAseq 097-116 ; cell_set_aligned_alias:Non-IT projecting	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_146		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_152	Lamp5_C2	Lamp5_C2|RNAseq 002-004	cell_set_preferred_alias:Lamp5_C2 ; original_label:Lamp5_C2 ; cell_set_label:RNAseq 002-004 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_152		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_153	Lamp5_C3	Lamp5 Lhx6|Lamp5_C3|RNAseq 005-006	cell_set_preferred_alias:Lamp5_C3 ; original_label:Lamp5_C3 ; cell_set_label:RNAseq 005-006 ; cell_set_aligned_alias:Lamp5 Lhx6	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_153		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_154	Lamp5_C4	Lamp5_C4|RNAseq 007-008	cell_set_preferred_alias:Lamp5_C4 ; original_label:Lamp5_C4 ; cell_set_label:RNAseq 007-008 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_154		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_155	Sncg_C1	RNAseq 009-010|Sncg_C1	cell_set_preferred_alias:Sncg_C1 ; original_label:Sncg_C1 ; cell_set_label:RNAseq 009-010 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_155		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_156	Sncg_C3	RNAseq 012-013|Sncg_C3	cell_set_preferred_alias:Sncg_C3 ; original_label:Sncg_C3 ; cell_set_label:RNAseq 012-013 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_156		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_157	Lamp5_C5	Lamp5_C5|RNAseq 014-015	cell_set_preferred_alias:Lamp5_C5 ; original_label:Lamp5_C5 ; cell_set_label:RNAseq 014-015 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_157		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_158	Sncg_C4	RNAseq 016-018|Sncg_C4	cell_set_preferred_alias:Sncg_C4 ; original_label:Sncg_C4 ; cell_set_label:RNAseq 016-018 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_158		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_159	Vip_C1	RNAseq 019-021|Vip_C1	cell_set_preferred_alias:Vip_C1 ; original_label:Vip_C1 ; cell_set_label:RNAseq 019-021 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_159		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_160	Vip_C2	RNAseq 022-028, 039|Vip_C2	cell_set_preferred_alias:Vip_C2 ; original_label:Vip_C2 ; cell_set_label:RNAseq 022-028, 039 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_160		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_161	Vip_C3	RNAseq 029-033|Vip_C3	cell_set_preferred_alias:Vip_C3 ; original_label:Vip_C3 ; cell_set_label:RNAseq 029-033 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_161		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_162	Vip_C4	RNAseq 034-038|Vip_C4	cell_set_preferred_alias:Vip_C4 ; original_label:Vip_C4 ; cell_set_label:RNAseq 034-038 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_162		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_163	Sst_C1	RNAseq 041-042|Sst_C1	cell_set_preferred_alias:Sst_C1 ; original_label:Sst_C1 ; cell_set_label:RNAseq 041-042 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_163		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_164	Sst_C2	RNAseq 043-045|Sst_C2	cell_set_preferred_alias:Sst_C2 ; original_label:Sst_C2 ; cell_set_label:RNAseq 043-045 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_164		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_165	Sst_C3	RNAseq 046-047, 050-052|Sst_C3	cell_set_preferred_alias:Sst_C3 ; original_label:Sst_C3 ; cell_set_label:RNAseq 046-047, 050-052 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_165		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_166	Sst_C4	RNAseq 048-049|Sst_C4	cell_set_preferred_alias:Sst_C4 ; original_label:Sst_C4 ; cell_set_label:RNAseq 048-049 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_166		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_167	Sst_C5	RNAseq 053-054|Sst_C5	cell_set_preferred_alias:Sst_C5 ; original_label:Sst_C5 ; cell_set_label:RNAseq 053-054 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_167		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_168	Sst_C6	RNAseq 055-057|Sst_C6	cell_set_preferred_alias:Sst_C6 ; original_label:Sst_C6 ; cell_set_label:RNAseq 055-057 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_168		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_169	Pvalb_C1	Pvalb_C1|RNAseq 059-068	cell_set_preferred_alias:Pvalb_C1 ; original_label:Pvalb_C1 ; cell_set_label:RNAseq 059-068 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_169		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_170	Pvalb_C2	Pvalb_C2|RNAseq 069-071	cell_set_preferred_alias:Pvalb_C2 ; original_label:Pvalb_C2 ; cell_set_label:RNAseq 069-071 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_170		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_171	L2/3 IT(i)	L2/3 IT(i)|RNAseq 073-078	cell_set_preferred_alias:L2/3 IT(i) ; original_label:L2/3 IT(i) ; cell_set_label:RNAseq 073-078 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_171		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_172	L5 IT_C1	L5 IT_C1|RNAseq 079-086	cell_set_preferred_alias:L5 IT_C1 ; original_label:L5 IT_C1 ; cell_set_label:RNAseq 079-086 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_172		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_173	L5 IT_C2	L5 IT_C2|RNAseq 087, 089-090	cell_set_preferred_alias:L5 IT_C2 ; original_label:L5 IT_C2 ; cell_set_label:RNAseq 087, 089-090 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_173		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_174	L6 IT_C2	L6 IT_C2|RNAseq 088, 095	cell_set_preferred_alias:L6 IT_C2 ; original_label:L6 IT_C2 ; cell_set_label:RNAseq 088, 095 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_174		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_175	L5 IT_C3	L5 IT_C3|RNAseq 091-092	cell_set_preferred_alias:L5 IT_C3 ; original_label:L5 IT_C3 ; cell_set_label:RNAseq 091-092 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972			AllenDend:CS201912131_175		UBERON:0001384		
